strain	replicate	age.at.death	rupture	
1	N2	1	23	0
2	N2	1	23	0
3	N2	1	25	0
4	N2	1	25	0
5	N2	1	25	0
6	N2	1	25	0
7	N2	1	25	0
8	N2	1	25	0
9	N2	1	25	0
10	N2	1	27	0
11	N2	1	27	0
12	N2	1	27	0
13	N2	1	27	0
14	N2	1	27	0
15	N2	1	27	0
16	N2	1	27	0
17	N2	1	27	0
18	N2	1	29	0
19	N2	1	29	0
20	N2	1	29	0
21	N2	1	29	0
22	N2	1	29	0
23	N2	1	29	0
24	N2	1	31	0
25	N2	1	31	0
26	N2	1	31	0
27	N2	1	33	0
28	N2	1	33	0
29	N2	1	33	0
30	N2	1	33	0
31	N2	1	36	0
32	N2	1	36	0
33	N2	1	36	0
34	N2	1	36	0
35	N2	1	36	0
36	N2	1	38	0
37	N2	1	38	0
38	N2	1	23	1
39	N2	1	25	1
40	N2	1	23	2
41	N2	1	23	2
42	N2	1	25	2
43	N2	1	25	2
44	N2	1	25	2
45	N2	1	25	2
46	N2	1	27	2
47	N2	1	27	2
48	N2	1	27	2
49	N2	1	29	2
50	N2	1	31	2
51	N2	1	33	2
52	N2	1	33	2
53	N2	2	18	0
54	N2	2	20	0
55	N2	2	20	0
56	N2	2	20	0
57	N2	2	23	0
58	N2	2	23	0
59	N2	2	23	0
60	N2	2	25	0
61	N2	2	25	0
62	N2	2	25	0
63	N2	2	27	0
64	N2	2	27	0
65	N2	2	27	0
66	N2	2	27	0
67	N2	2	27	0
68	N2	2	27	0
69	N2	2	29	0
70	N2	2	29	0
71	N2	2	29	0
72	N2	2	29	0
73	N2	2	29	0
74	N2	2	29	0
75	N2	2	29	0
76	N2	2	29	0
77	N2	2	29	0
78	N2	2	29	0
79	N2	2	31	0
80	N2	2	31	0
81	N2	2	33	0
82	N2	2	33	0
83	N2	2	36	0
84	N2	2	36	0
85	N2	2	36	0
86	N2	2	36	0
87	N2	2	36	0
88	N2	2	36	0
89	N2	2	36	0
90	N2	2	36	0
91	N2	2	38	0
92	N2	2	40	0
93	N2	2	20	1
94	N2	2	20	1
95	N2	2	23	1
96	N2	2	25	1
97	N2	2	20	2
98	N2	2	20	2
99	N2	2	23	2
100	N2	2	23	2
101	N2	2	23	2
102	N2	2	25	2
103	N2	2	25	2
104	N2	2	25	2
105	N2	2	25	2
106	N2	2	27	2
107	N2	2	27	2
108	N2	2	25	3
109	hif-1(ia07)	1	18	0
110	hif-1(ia07)	1	20	0
111	hif-1(ia07)	1	20	0
112	hif-1(ia07)	1	23	0
113	hif-1(ia07)	1	23	0
114	hif-1(ia07)	1	23	0
115	hif-1(ia07)	1	23	0
116	hif-1(ia07)	1	25	0
117	hif-1(ia07)	1	25	0
118	hif-1(ia07)	1	25	0
119	hif-1(ia07)	1	27	0
120	hif-1(ia07)	1	27	0
121	hif-1(ia07)	1	27	0
122	hif-1(ia07)	1	27	0
123	hif-1(ia07)	1	27	0
124	hif-1(ia07)	1	27	0
125	hif-1(ia07)	1	27	0
126	hif-1(ia07)	1	27	0
127	hif-1(ia07)	1	27	0
128	hif-1(ia07)	1	27	0
129	hif-1(ia07)	1	29	0
130	hif-1(ia07)	1	29	0
131	hif-1(ia07)	1	29	0
132	hif-1(ia07)	1	29	0
133	hif-1(ia07)	1	31	0
134	hif-1(ia07)	1	31	0
135	hif-1(ia07)	1	31	0
136	hif-1(ia07)	1	33	0
137	hif-1(ia07)	1	33	0
138	hif-1(ia07)	1	33	0
139	hif-1(ia07)	1	36	0
140	hif-1(ia07)	1	36	0
141	hif-1(ia07)	1	36	0
142	hif-1(ia07)	1	36	0
143	hif-1(ia07)	1	38	0
144	hif-1(ia07)	1	40	0
145	hif-1(ia07)	1	40	0
146	hif-1(ia07)	1	25	1
147	hif-1(ia07)	1	29	1
148	hif-1(ia07)	1	20	2
149	hif-1(ia07)	1	20	2
150	hif-1(ia07)	1	23	2
151	hif-1(ia07)	1	27	2
152	hif-1(ia07)	1	27	2
153	hif-1(ia07)	1	29	2
154	hif-1(ia07)	1	29	2
155	hif-1(ia07)	2	20	0
156	hif-1(ia07)	2	20	0
157	hif-1(ia07)	2	20	0
158	hif-1(ia07)	2	20	0
159	hif-1(ia07)	2	23	0
160	hif-1(ia07)	2	23	0
161	hif-1(ia07)	2	23	0
162	hif-1(ia07)	2	25	0
163	hif-1(ia07)	2	25	0
164	hif-1(ia07)	2	25	0
165	hif-1(ia07)	2	25	0
166	hif-1(ia07)	2	27	0
167	hif-1(ia07)	2	27	0
168	hif-1(ia07)	2	27	0
169	hif-1(ia07)	2	27	0
170	hif-1(ia07)	2	27	0
171	hif-1(ia07)	2	29	0
172	hif-1(ia07)	2	29	0
173	hif-1(ia07)	2	29	0
174	hif-1(ia07)	2	29	0
175	hif-1(ia07)	2	31	0
176	hif-1(ia07)	2	33	0
177	hif-1(ia07)	2	33	0
178	hif-1(ia07)	2	33	0
179	hif-1(ia07)	2	36	0
180	hif-1(ia07)	2	36	0
181	hif-1(ia07)	2	36	0
182	hif-1(ia07)	2	36	0
183	hif-1(ia07)	2	36	0
184	hif-1(ia07)	2	38	0
185	hif-1(ia07)	2	38	0
186	hif-1(ia07)	2	40	0
187	hif-1(ia07)	2	20	1
188	hif-1(ia07)	2	29	1
189	hif-1(ia07)	2	29	1
190	hif-1(ia07)	2	20	2
191	hif-1(ia07)	2	23	2
192	hif-1(ia07)	2	23	2
193	hif-1(ia07)	2	25	2
194	hif-1(ia07)	2	27	2
195	hif-1(ia07)	2	27	2
196	hif-1(ia07)	2	27	2
197	hif-1(ia07)	2	27	2
198	hif-1(ia07)	2	29	2
199	hif-1(ia07)	2	29	2
200	hif-1(ia07)	2	31	2
201	hif-1(ia07)	2	18	3
202	hif-1(ia07)	2	23	3
203	SKN-1.OE	1	15	0
204	SKN-1.OE	1	20	0
205	SKN-1.OE	1	23	0
206	SKN-1.OE	1	23	0
207	SKN-1.OE	1	23	0
208	SKN-1.OE	1	23	0
209	SKN-1.OE	1	23	0
210	SKN-1.OE	1	25	0
211	SKN-1.OE	1	25	0
212	SKN-1.OE	1	25	0
213	SKN-1.OE	1	27	0
214	SKN-1.OE	1	27	0
215	SKN-1.OE	1	27	0
216	SKN-1.OE	1	27	0
217	SKN-1.OE	1	27	0
218	SKN-1.OE	1	27	0
219	SKN-1.OE	1	27	0
220	SKN-1.OE	1	27	0
221	SKN-1.OE	1	27	0
222	SKN-1.OE	1	27	0
223	SKN-1.OE	1	27	0
224	SKN-1.OE	1	29	0
225	SKN-1.OE	1	29	0
226	SKN-1.OE	1	29	0
227	SKN-1.OE	1	29	0
228	SKN-1.OE	1	29	0
229	SKN-1.OE	1	31	0
230	SKN-1.OE	1	31	0
231	SKN-1.OE	1	31	0
232	SKN-1.OE	1	31	0
233	SKN-1.OE	1	33	0
234	SKN-1.OE	1	33	0
235	SKN-1.OE	1	33	0
236	SKN-1.OE	1	33	0
237	SKN-1.OE	1	33	0
238	SKN-1.OE	1	36	0
239	SKN-1.OE	1	36	0
240	SKN-1.OE	1	36	0
241	SKN-1.OE	1	36	0
242	SKN-1.OE	1	36	0
243	SKN-1.OE	1	38	0
244	SKN-1.OE	1	38	0
245	SKN-1.OE	1	40	0
246	SKN-1.OE	1	20	2
247	SKN-1.OE	1	23	2
248	SKN-1.OE	1	23	2
249	SKN-1.OE	2	15	0
250	SKN-1.OE	2	18	0
251	SKN-1.OE	2	20	0
252	SKN-1.OE	2	23	0
253	SKN-1.OE	2	23	0
254	SKN-1.OE	2	23	0
255	SKN-1.OE	2	25	0
256	SKN-1.OE	2	25	0
257	SKN-1.OE	2	25	0
258	SKN-1.OE	2	25	0
259	SKN-1.OE	2	27	0
260	SKN-1.OE	2	27	0
261	SKN-1.OE	2	27	0
262	SKN-1.OE	2	27	0
263	SKN-1.OE	2	27	0
264	SKN-1.OE	2	27	0
265	SKN-1.OE	2	27	0
266	SKN-1.OE	2	27	0
267	SKN-1.OE	2	29	0
268	SKN-1.OE	2	29	0
269	SKN-1.OE	2	29	0
270	SKN-1.OE	2	29	0
271	SKN-1.OE	2	31	0
272	SKN-1.OE	2	31	0
273	SKN-1.OE	2	31	0
274	SKN-1.OE	2	31	0
275	SKN-1.OE	2	31	0
276	SKN-1.OE	2	31	0
277	SKN-1.OE	2	31	0
278	SKN-1.OE	2	33	0
279	SKN-1.OE	2	33	0
280	SKN-1.OE	2	33	0
281	SKN-1.OE	2	33	0
282	SKN-1.OE	2	33	0
283	SKN-1.OE	2	36	0
284	SKN-1.OE	2	36	0
285	SKN-1.OE	2	36	0
286	SKN-1.OE	2	36	0
287	SKN-1.OE	2	36	0
288	SKN-1.OE	2	36	0
289	SKN-1.OE	2	36	0
290	SKN-1.OE	2	36	0
291	SKN-1.OE	2	36	0
292	SKN-1.OE	2	38	0
293	SKN-1.OE	2	38	0
294	SKN-1.OE	2	40	0
295	SKN-1.OE	2	40	0
296	SKN-1.OE	2	15	3
297	SKN-1.OE	2	23	3
298	SKN-1.OE	2	25	3
299	eu-1	1	25	0
300	eu-1	1	27	0
301	eu-1	1	27	0
302	eu-1	1	27	0
303	eu-1	1	27	0
304	eu-1	1	29	0
305	eu-1	1	29	0
306	eu-1	1	29	0
307	eu-1	1	29	0
308	eu-1	1	31	0
309	eu-1	1	31	0
310	eu-1	1	31	0
311	eu-1	1	31	0
312	eu-1	1	31	0
313	eu-1	1	31	0
314	eu-1	1	33	0
315	eu-1	1	33	0
316	eu-1	1	33	0
317	eu-1	1	33	0
318	eu-1	1	33	0
319	eu-1	1	33	0
320	eu-1	1	33	0
321	eu-1	1	36	0
322	eu-1	1	36	0
323	eu-1	1	36	0
324	eu-1	1	36	0
325	eu-1	1	36	0
326	eu-1	1	36	0
327	eu-1	1	38	0
328	eu-1	1	38	0
329	eu-1	1	38	0
330	eu-1	1	38	0
331	eu-1	1	38	0
332	eu-1	1	38	0
333	eu-1	1	40	0
334	eu-1	1	40	0
335	eu-1	1	23	2
336	eu-1	1	25	2
337	eu-1	1	25	2
338	eu-1	1	25	2
339	eu-1	1	25	2
340	eu-1	1	25	2
341	eu-1	1	25	2
342	eu-1	1	25	2
343	eu-1	1	25	2
344	eu-1	1	27	2
345	eu-1	1	27	2
346	eu-1	1	27	2
347	eu-1	1	29	2
348	eu-1	1	29	2
349	eu-1	1	29	2
350	eu-1	1	29	2
351	eu-1	1	29	2
352	eu-1	1	33	2
353	eu-1	1	33	2
354	eu-1	1	38	2
355	eu-1	1	23	3
356	eu-1	1	23	3
357	eu-1	1	25	3
358	eu-1	1	27	3
359	eu-1	1	29	3
360	eu-1	1	31	3
361	eu-1	1	31	3
362	eu-1	2	25	0
363	eu-1	2	27	0
364	eu-1	2	29	0
365	eu-1	2	29	0
366	eu-1	2	29	0
367	eu-1	2	29	0
368	eu-1	2	29	0
369	eu-1	2	29	0
370	eu-1	2	29	0
371	eu-1	2	31	0
372	eu-1	2	31	0
373	eu-1	2	31	0
374	eu-1	2	33	0
375	eu-1	2	33	0
376	eu-1	2	33	0
377	eu-1	2	33	0
378	eu-1	2	33	0
379	eu-1	2	33	0
380	eu-1	2	33	0
381	eu-1	2	33	0
382	eu-1	2	33	0
383	eu-1	2	36	0
384	eu-1	2	36	0
385	eu-1	2	36	0
386	eu-1	2	36	0
387	eu-1	2	36	0
388	eu-1	2	36	0
389	eu-1	2	36	0
390	eu-1	2	38	0
391	eu-1	2	38	0
392	eu-1	2	38	0
393	eu-1	2	40	0
394	eu-1	2	43	0
395	eu-1	2	43	0
396	eu-1	2	20	1
397	eu-1	2	27	1
398	eu-1	2	27	1
399	eu-1	2	27	1
400	eu-1	2	27	1
401	eu-1	2	29	1
402	eu-1	2	36	1
403	eu-1	2	20	2
404	eu-1	2	23	2
405	eu-1	2	23	2
406	eu-1	2	25	2
407	eu-1	2	25	2
408	eu-1	2	27	2
409	eu-1	2	27	2
410	eu-1	2	27	2
411	eu-1	2	27	2
412	eu-1	2	27	2
413	eu-1	2	29	2
414	eu-1	2	29	2
415	eu-1	2	29	2
416	eu-1	2	29	2
417	eu-1	2	31	2
418	eu-1	2	31	2
419	eu-1	2	33	2
420	eu-1	2	36	2
421	eu-1	2	36	2
422	eu-1	2	38	2
423	eu-1	2	20	3
424	eu-1	2	20	3
425	eu-1	2	20	3
426	eu-1	2	23	3
427	eu-1	2	23	3
428	eu-1	2	25	3
429	aak-2	1	20	0
430	aak-2	1	20	0
431	aak-2	1	23	0
432	aak-2	1	23	0
433	aak-2	1	23	0
434	aak-2	1	25	0
435	aak-2	1	25	0
436	aak-2	1	25	0
437	aak-2	1	25	0
438	aak-2	1	25	0
439	aak-2	1	27	0
440	aak-2	1	27	0
441	aak-2	1	27	0
442	aak-2	1	27	0
443	aak-2	1	27	0
444	aak-2	1	27	0
445	aak-2	1	27	0
446	aak-2	1	27	0
447	aak-2	1	27	0
448	aak-2	1	27	0
449	aak-2	1	29	0
450	aak-2	1	29	0
451	aak-2	1	29	0
452	aak-2	1	29	0
453	aak-2	1	29	0
454	aak-2	1	29	0
455	aak-2	1	29	0
456	aak-2	1	29	0
457	aak-2	1	31	0
458	aak-2	1	31	0
459	aak-2	1	31	0
460	aak-2	1	31	0
461	aak-2	1	31	0
462	aak-2	1	31	0
463	aak-2	1	31	0
464	aak-2	1	33	0
465	aak-2	1	33	0
466	aak-2	1	36	0
467	aak-2	1	36	0
468	aak-2	1	36	0
469	aak-2	1	36	0
470	aak-2	1	36	0
471	aak-2	1	36	0
472	aak-2	1	38	0
473	aak-2	1	27	1
474	aak-2	1	25	2
475	aak-2	1	25	2
476	aak-2	1	27	2
477	aak-2	1	27	2
478	aak-2	1	27	2
479	aak-2	1	27	2
480	aak-2	1	29	2
481	aak-2	1	29	2
482	aak-2	1	29	2
483	aak-2	1	31	2
484	aak-2	1	31	2
485	aak-2	1	33	2
486	aak-2	1	23	3
487	aak-2	1	23	3
488	aak-2	1	23	3
489	aak-2	1	23	3
490	aak-2	1	23	3
491	aak-2	1	23	3
492	aak-2	1	25	3
493	aak-2	1	29	3
494	aak-2	2	20	0
495	aak-2	2	20	0
496	aak-2	2	20	0
497	aak-2	2	20	0
498	aak-2	2	20	0
499	aak-2	2	20	0
500	aak-2	2	23	0
501	aak-2	2	23	0
502	aak-2	2	23	0
503	aak-2	2	23	0
504	aak-2	2	23	0
505	aak-2	2	23	0
506	aak-2	2	25	0
507	aak-2	2	25	0
508	aak-2	2	25	0
509	aak-2	2	25	0
510	aak-2	2	25	0
511	aak-2	2	25	0
512	aak-2	2	25	0
513	aak-2	2	25	0
514	aak-2	2	25	0
515	aak-2	2	27	0
516	aak-2	2	27	0
517	aak-2	2	27	0
518	aak-2	2	27	0
519	aak-2	2	27	0
520	aak-2	2	27	0
521	aak-2	2	27	0
522	aak-2	2	27	0
523	aak-2	2	29	0
524	aak-2	2	29	0
525	aak-2	2	29	0
526	aak-2	2	29	0
527	aak-2	2	29	0
528	aak-2	2	29	0
529	aak-2	2	29	0
530	aak-2	2	29	0
531	aak-2	2	29	0
532	aak-2	2	29	0
533	aak-2	2	29	0
534	aak-2	2	29	0
535	aak-2	2	29	0
536	aak-2	2	31	0
537	aak-2	2	31	0
538	aak-2	2	31	0
539	aak-2	2	31	0
540	aak-2	2	31	0
541	aak-2	2	31	0
542	aak-2	2	31	0
543	aak-2	2	31	0
544	aak-2	2	33	0
