strain	replicate	age.at.death	rupture	
1	N2	1	16	0
2	N2	1	26	0
3	N2	1	26	0
4	N2	1	26	0
5	N2	1	29	0
6	N2	1	29	0
7	N2	1	29	0
8	N2	1	29	0
9	N2	1	29	0
10	N2	1	31	0
11	N2	1	31	0
12	N2	1	31	0
13	N2	1	31	0
14	N2	1	31	0
15	N2	1	31	0
16	N2	1	31	0
17	N2	1	36	0
18	N2	1	36	0
19	N2	1	36	0
20	N2	1	38	0
21	N2	1	38	0
22	N2	1	40	0
23	N2	1	40	0
24	N2	1	40	0
25	N2	1	40	0
26	N2	1	40	0
27	N2	1	43	0
28	N2	1	43	0
29	N2	1	43	0
30	N2	1	45	0
31	N2	1	45	0
32	N2	1	45	0
33	N2	1	45	0
34	N2	1	47	0
35	N2	1	50	0
36	N2	1	50	0
37	N2	1	29	1
38	N2	1	19	2
39	N2	1	22	2
40	N2	1	22	2
41	N2	1	33	2
42	N2	1	19	3
43	N2	1	19	3
44	N2	1	22	3
45	N2	1	26	3
46	N2	1	29	3
47	N2	2	26	0
48	N2	2	26	0
49	N2	2	26	0
50	N2	2	26	0
51	N2	2	26	0
52	N2	2	29	0
53	N2	2	29	0
54	N2	2	29	0
55	N2	2	29	0
56	N2	2	29	0
57	N2	2	29	0
58	N2	2	29	0
59	N2	2	29	0
60	N2	2	29	0
61	N2	2	29	0
62	N2	2	31	0
63	N2	2	31	0
64	N2	2	31	0
65	N2	2	31	0
66	N2	2	31	0
67	N2	2	31	0
68	N2	2	31	0
69	N2	2	31	0
70	N2	2	31	0
71	N2	2	31	0
72	N2	2	31	0
73	N2	2	31	0
74	N2	2	31	0
75	N2	2	31	0
76	N2	2	31	0
77	N2	2	31	0
78	N2	2	33	0
79	N2	2	33	0
80	N2	2	36	0
81	N2	2	36	0
82	N2	2	36	0
83	N2	2	36	0
84	N2	2	36	0
85	N2	2	36	0
86	N2	2	38	0
87	N2	2	38	0
88	N2	2	38	0
89	N2	2	38	0
90	N2	2	38	0
91	N2	2	40	0
92	N2	2	43	0
93	N2	2	45	0
94	N2	2	52	0
95	N2	2	16	2
96	N2	2	19	2
97	N2	2	19	2
98	N2	2	19	2
99	N2	2	22	2
100	N2	2	26	2
101	N2	2	29	2
102	N2	2	36	2
103	N2	2	36	2
104	N2	2	50	2
105	N2	2	29	3
106	N2	2	29	3
107	N2	2	36	3
108	N2	3	24	0
109	N2	3	26	0
110	N2	3	26	0
111	N2	3	26	0
112	N2	3	29	0
113	N2	3	29	0
114	N2	3	29	0
115	N2	3	29	0
116	N2	3	29	0
117	N2	3	31	0
118	N2	3	31	0
119	N2	3	31	0
120	N2	3	31	0
121	N2	3	31	0
122	N2	3	31	0
123	N2	3	31	0
124	N2	3	31	0
125	N2	3	31	0
126	N2	3	31	0
127	N2	3	31	0
128	N2	3	31	0
129	N2	3	31	0
130	N2	3	31	0
131	N2	3	33	0
132	N2	3	33	0
133	N2	3	36	0
134	N2	3	36	0
135	N2	3	36	0
136	N2	3	36	0
137	N2	3	36	0
138	N2	3	40	0
139	N2	3	40	0
140	N2	3	40	0
141	N2	3	40	0
142	N2	3	40	0
143	N2	3	43	0
144	N2	3	43	0
145	N2	3	45	0
146	N2	3	47	0
147	N2	3	47	0
148	N2	3	50	0
149	N2	3	24	1
150	N2	3	33	1
151	N2	3	33	1
152	N2	3	16	2
153	N2	3	19	2
154	N2	3	19	2
155	N2	3	22	2
156	N2	3	22	2
157	N2	3	22	2
158	N2	3	22	2
159	N2	3	36	2
160	N2	3	22	3
161	N2	3	22	3
162	N2	3	22	3
163	N2	3	26	3
164	hif-1	1	24	0
165	hif-1	1	26	0
166	hif-1	1	26	0
167	hif-1	1	29	0
168	hif-1	1	31	0
169	hif-1	1	31	0
170	hif-1	1	31	0
171	hif-1	1	36	0
172	hif-1	1	36	0
173	hif-1	1	45	0
174	hif-1	1	45	0
175	hif-1	1	45	0
176	hif-1	1	47	0
177	hif-1	1	50	0
178	hif-1	1	50	0
179	hif-1	1	52	0
180	hif-1	1	52	0
181	hif-1	1	52	0
182	hif-1	1	54	0
183	hif-1	1	24	1
184	hif-1	1	24	1
185	hif-1	1	24	1
186	hif-1	1	26	1
187	hif-1	1	26	1
188	hif-1	1	29	1
189	hif-1	1	29	1
190	hif-1	1	29	1
191	hif-1	1	31	1
192	hif-1	1	31	1
193	hif-1	1	22	2
194	hif-1	1	22	2
195	hif-1	1	22	2
196	hif-1	1	26	2
197	hif-1	1	29	2
198	hif-1	1	29	2
199	hif-1	1	31	2
200	hif-1	1	22	3
201	hif-1	1	22	3
202	hif-1	1	22	3
203	hif-1	1	29	3
204	hif-1	2	24	0
205	hif-1	2	29	0
206	hif-1	2	29	0
207	hif-1	2	29	0
208	hif-1	2	29	0
209	hif-1	2	29	0
210	hif-1	2	29	0
211	hif-1	2	31	0
212	hif-1	2	31	0
213	hif-1	2	31	0
214	hif-1	2	31	0
215	hif-1	2	31	0
216	hif-1	2	33	0
217	hif-1	2	36	0
218	hif-1	2	36	0
219	hif-1	2	36	0
220	hif-1	2	36	0
221	hif-1	2	36	0
222	hif-1	2	38	0
223	hif-1	2	38	0
224	hif-1	2	38	0
225	hif-1	2	40	0
226	hif-1	2	43	0
227	hif-1	2	45	0
228	hif-1	2	45	0
229	hif-1	2	45	0
230	hif-1	2	45	0
231	hif-1	2	47	0
232	hif-1	2	52	0
233	hif-1	2	52	0
234	hif-1	2	62	0
235	hif-1	2	24	1
236	hif-1	2	24	1
237	hif-1	2	24	1
238	hif-1	2	26	1
239	hif-1	2	29	1
240	hif-1	2	29	1
241	hif-1	2	33	1
242	hif-1	2	19	2
243	hif-1	2	22	2
244	hif-1	2	24	2
245	hif-1	2	24	2
246	hif-1	2	26	2
247	hif-1	2	29	2
248	hif-1	2	29	2
249	hif-1	2	36	2
250	hif-1	2	22	3
251	hif-1	2	22	3
252	hif-1	2	24	3
253	hif-1	2	26	3
254	hif-1	2	29	3
255	hif-1	2	31	3
256	hif-1	2	36	3
257	hif-1	3	24	0
258	hif-1	3	24	0
259	hif-1	3	24	0
260	hif-1	3	26	0
261	hif-1	3	29	0
262	hif-1	3	29	0
263	hif-1	3	29	0
264	hif-1	3	29	0
265	hif-1	3	29	0
266	hif-1	3	31	0
267	hif-1	3	31	0
268	hif-1	3	31	0
269	hif-1	3	31	0
270	hif-1	3	33	0
271	hif-1	3	33	0
272	hif-1	3	33	0
273	hif-1	3	36	0
274	hif-1	3	36	0
275	hif-1	3	36	0
276	hif-1	3	36	0
277	hif-1	3	36	0
278	hif-1	3	38	0
279	hif-1	3	38	0
280	hif-1	3	38	0
281	hif-1	3	40	0
282	hif-1	3	40	0
283	hif-1	3	43	0
284	hif-1	3	45	0
285	hif-1	3	45	0
286	hif-1	3	47	0
287	hif-1	3	50	0
288	hif-1	3	50	0
289	hif-1	3	52	0
290	hif-1	3	52	0
291	hif-1	3	60	0
292	hif-1	3	24	1
293	hif-1	3	29	1
294	hif-1	3	29	1
295	hif-1	3	22	2
296	hif-1	3	29	2
297	hif-1	3	36	2
298	hif-1	3	36	2
299	hif-1	3	19	3
300	hif-1	3	19	3
301	hif-1	3	22	3
302	hif-1	3	22	3
303	hif-1	3	24	3
304	hif-1	3	24	3
305	hif-1	3	29	3
306	hif-1	3	29	3
307	vhl-1	1	24	0
308	vhl-1	1	29	0
309	vhl-1	1	38	0
310	vhl-1	1	38	0
311	vhl-1	1	38	0
312	vhl-1	1	40	0
313	vhl-1	1	40	0
314	vhl-1	1	40	0
315	vhl-1	1	40	0
316	vhl-1	1	43	0
317	vhl-1	1	43	0
318	vhl-1	1	45	0
319	vhl-1	1	50	0
320	vhl-1	1	50	0
321	vhl-1	1	50	0
322	vhl-1	1	50	0
323	vhl-1	1	50	0
324	vhl-1	1	50	0
325	vhl-1	1	50	0
326	vhl-1	1	50	0
327	vhl-1	1	50	0
328	vhl-1	1	50	0
329	vhl-1	1	50	0
330	vhl-1	1	50	0
331	vhl-1	1	50	0
332	vhl-1	1	50	0
333	vhl-1	1	50	0
334	vhl-1	1	50	0
335	vhl-1	1	50	0
336	vhl-1	1	50	0
337	vhl-1	1	50	0
338	vhl-1	1	50	0
339	vhl-1	1	50	0
340	vhl-1	1	50	0
341	vhl-1	1	50	0
342	vhl-1	1	50	0
343	vhl-1	1	50	0
344	vhl-1	1	50	0
345	vhl-1	1	50	0
346	vhl-1	1	52	0
347	vhl-1	1	52	0
348	vhl-1	1	52	0
349	vhl-1	1	52	0
350	vhl-1	1	52	0
351	vhl-1	1	52	0
352	vhl-1	1	52	0
353	vhl-1	1	52	0
354	vhl-1	1	52	0
355	vhl-1	1	54	0
356	vhl-1	1	54	0
357	vhl-1	1	54	0
358	vhl-1	1	54	0
359	vhl-1	1	16	2
360	vhl-1	2	22	0
361	vhl-1	2	29	0
362	vhl-1	2	31	0
363	vhl-1	2	33	0
364	vhl-1	2	33	0
365	vhl-1	2	36	0
366	vhl-1	2	36	0
367	vhl-1	2	38	0
368	vhl-1	2	38	0
369	vhl-1	2	40	0
370	vhl-1	2	43	0
371	vhl-1	2	43	0
372	vhl-1	2	43	0
373	vhl-1	2	43	0
374	vhl-1	2	43	0
375	vhl-1	2	45	0
376	vhl-1	2	45	0
377	vhl-1	2	45	0
378	vhl-1	2	45	0
379	vhl-1	2	45	0
380	vhl-1	2	45	0
381	vhl-1	2	45	0
382	vhl-1	2	45	0
383	vhl-1	2	45	0
384	vhl-1	2	45	0
385	vhl-1	2	45	0
386	vhl-1	2	50	0
387	vhl-1	2	50	0
388	vhl-1	2	50	0
389	vhl-1	2	50	0
390	vhl-1	2	50	0
391	vhl-1	2	50	0
392	vhl-1	2	50	0
393	vhl-1	2	50	0
394	vhl-1	2	50	0
395	vhl-1	2	50	0
396	vhl-1	2	50	0
397	vhl-1	2	50	0
398	vhl-1	2	50	0
399	vhl-1	2	50	0
400	vhl-1	2	50	0
401	vhl-1	2	50	0
402	vhl-1	2	50	0
403	vhl-1	2	50	0
404	vhl-1	2	50	0
405	vhl-1	2	50	0
406	vhl-1	2	50	0
407	vhl-1	2	50	0
408	vhl-1	2	50	0
409	vhl-1	2	50	0
410	vhl-1	2	50	0
411	vhl-1	2	50	0
412	vhl-1	2	50	0
413	vhl-1	2	52	0
414	vhl-1	2	52	0
415	vhl-1	2	52	0
416	vhl-1	2	52	0
417	vhl-1	2	52	0
418	vhl-1	2	52	0
419	vhl-1	2	52	0
420	vhl-1	2	52	0
421	vhl-1	2	52	0
422	vhl-1	2	54	0
423	vhl-1	2	54	0
424	vhl-1	2	54	0
425	vhl-1	2	54	0
426	vhl-1	3	16	0
427	vhl-1	3	33	0
428	vhl-1	3	33	0
429	vhl-1	3	36	0
430	vhl-1	3	36	0
431	vhl-1	3	36	0
432	vhl-1	3	38	0
433	vhl-1	3	38	0
434	vhl-1	3	40	0
435	vhl-1	3	40	0
436	vhl-1	3	40	0
437	vhl-1	3	40	0
438	vhl-1	3	43	0
439	vhl-1	3	43	0
440	vhl-1	3	43	0
441	vhl-1	3	43	0
442	vhl-1	3	45	0
443	vhl-1	3	45	0
444	vhl-1	3	45	0
445	vhl-1	3	45	0
446	vhl-1	3	45	0
447	vhl-1	3	45	0
448	vhl-1	3	45	0
449	vhl-1	3	45	0
450	vhl-1	3	45	0
451	vhl-1	3	50	0
452	vhl-1	3	50	0
453	vhl-1	3	50	0
454	vhl-1	3	50	0
455	vhl-1	3	50	0
456	vhl-1	3	50	0
457	vhl-1	3	50	0
458	vhl-1	3	50	0
459	vhl-1	3	50	0
460	vhl-1	3	50	0
461	vhl-1	3	50	0
462	vhl-1	3	50	0
463	vhl-1	3	50	0
464	vhl-1	3	50	0
465	vhl-1	3	50	0
466	vhl-1	3	50	0
467	vhl-1	3	50	0
468	vhl-1	3	50	0
469	vhl-1	3	50	0
470	vhl-1	3	50	0
471	vhl-1	3	50	0
472	vhl-1	3	50	0
473	vhl-1	3	50	0
474	vhl-1	3	50	0
475	vhl-1	3	50	0
476	vhl-1	3	50	0
477	vhl-1	3	50	0
478	vhl-1	3	50	0
479	vhl-1	3	50	0
480	vhl-1	3	50	0
481	vhl-1	3	50	0
