"strain"	"replicate"	"age.at.death"	"rupture"
"1"	"N2"	1	24	0
"2"	"N2"	1	24	0
"3"	"N2"	1	29	0
"4"	"N2"	1	29	0
"5"	"N2"	1	31	0
"6"	"N2"	1	31	0
"7"	"N2"	1	31	0
"8"	"N2"	1	33	0
"9"	"N2"	1	36	0
"10"	"N2"	1	36	0
"11"	"N2"	1	36	0
"12"	"N2"	1	36	0
"13"	"N2"	1	38	0
"14"	"N2"	1	40	0
"15"	"N2"	1	43	0
"16"	"N2"	1	43	0
"17"	"N2"	1	43	0
"18"	"N2"	1	45	0
"19"	"N2"	1	45	0
"20"	"N2"	1	47	0
"21"	"N2"	1	50	0
"22"	"N2"	1	52	0
"23"	"N2"	1	27	1
"24"	"N2"	1	22	2
"25"	"N2"	1	24	2
"26"	"N2"	1	24	2
"27"	"N2"	1	29	2
"28"	"N2"	1	29	2
"29"	"N2"	1	31	2
"30"	"N2"	1	31	2
"31"	"N2"	1	22	3
"32"	"N2"	1	29	3
"33"	"N2"	1	33	3
"34"	"N2"	2	24	0
"35"	"N2"	2	24	0
"36"	"N2"	2	27	0
"37"	"N2"	2	29	0
"38"	"N2"	2	29	0
"39"	"N2"	2	31	0
"40"	"N2"	2	33	0
"41"	"N2"	2	33	0
"42"	"N2"	2	33	0
"43"	"N2"	2	33	0
"44"	"N2"	2	33	0
"45"	"N2"	2	36	0
"46"	"N2"	2	36	0
"47"	"N2"	2	36	0
"48"	"N2"	2	38	0
"49"	"N2"	2	38	0
"50"	"N2"	2	38	0
"51"	"N2"	2	38	0
"52"	"N2"	2	40	0
"53"	"N2"	2	40	0
"54"	"N2"	2	43	0
"55"	"N2"	2	45	0
"56"	"N2"	2	47	0
"57"	"N2"	2	47	0
"58"	"N2"	2	50	0
"59"	"N2"	2	27	2
"60"	"N2"	2	29	2
"61"	"N2"	2	29	2
"62"	"N2"	2	24	3
"63"	"N2"	2	24	3
"64"	"N2"	2	29	3
"65"	"hif-1"	1	8	0
"66"	"hif-1"	1	17	0
"67"	"hif-1"	1	24	0
"68"	"hif-1"	1	29	0
"69"	"hif-1"	1	29	0
"70"	"hif-1"	1	29	0
"71"	"hif-1"	1	29	0
"72"	"hif-1"	1	29	0
"73"	"hif-1"	1	29	0
"74"	"hif-1"	1	31	0
"75"	"hif-1"	1	31	0
"76"	"hif-1"	1	31	0
"77"	"hif-1"	1	31	0
"78"	"hif-1"	1	33	0
"79"	"hif-1"	1	33	0
"80"	"hif-1"	1	33	0
"81"	"hif-1"	1	36	0
"82"	"hif-1"	1	36	0
"83"	"hif-1"	1	38	0
"84"	"hif-1"	1	38	0
"85"	"hif-1"	1	43	0
"86"	"hif-1"	1	43	0
"87"	"hif-1"	1	45	0
"88"	"hif-1"	1	45	0
"89"	"hif-1"	1	45	0
"90"	"hif-1"	1	45	0
"91"	"hif-1"	1	22	1
"92"	"hif-1"	1	24	1
"93"	"hif-1"	1	24	1
"94"	"hif-1"	1	22	2
"95"	"hif-1"	1	24	2
"96"	"hif-1"	1	27	2
"97"	"hif-1"	1	27	2
"98"	"hif-1"	1	27	2
"99"	"hif-1"	1	27	2
"100"	"hif-1"	1	27	2
