"strain"	"replicate"	"age.at.death"	"rupture"
"204"	"rol-6"	2	36	0
"205"	"rol-6"	2	36	0
"206"	"rol-6"	2	36	0
"207"	"rol-6"	2	39	0
"208"	"rol-6"	2	39	0
"209"	"rol-6"	2	39	0
"210"	"rol-6"	2	39	0
"211"	"rol-6"	2	41	0
"212"	"rol-6"	2	41	0
"213"	"rol-6"	2	41	0
"214"	"rol-6"	2	22	1
"215"	"rol-6"	2	22	1
"216"	"rol-6"	2	30	1
"217"	"rol-6"	2	30	1
"218"	"rol-6"	2	30	1
"219"	"rol-6"	2	30	1
"220"	"rol-6"	2	30	1
"221"	"rol-6"	2	30	1
"222"	"rol-6"	2	30	1
"223"	"rol-6"	2	34	1
"224"	"rol-6"	2	34	1
"225"	"rol-6"	2	15	2
"226"	"rol-6"	2	20	2
"227"	"rol-6"	2	22	2
"228"	"rol-6"	2	22	2
"229"	"rol-6"	2	25	2
"230"	"rol-6"	2	25	2
"231"	"rol-6"	2	28	2
"232"	"rol-6"	2	28	2
"233"	"rol-6"	2	28	2
"234"	"rol-6"	2	28	2
"235"	"rol-6"	2	30	2
"236"	"rol-6"	2	30	2
"237"	"rol-6"	2	30	2
"238"	"rol-6"	2	30	2
"239"	"rol-6"	2	30	2
"240"	"rol-6"	2	32	2
"241"	"rol-6"	2	15	3
"242"	"rol-6"	2	28	3
"243"	"rol-6"	2	30	3
"244"	"SKN-1(OE)"	1	11	0
"245"	"SKN-1(OE)"	1	11	0
"246"	"SKN-1(OE)"	1	11	0
"247"	"SKN-1(OE)"	1	11	0
"248"	"SKN-1(OE)"	1	11	0
"249"	"SKN-1(OE)"	1	15	0
"250"	"SKN-1(OE)"	1	18	0
"251"	"SKN-1(OE)"	1	32	0
"252"	"SKN-1(OE)"	1	32	0
"253"	"SKN-1(OE)"	1	32	0
"254"	"SKN-1(OE)"	1	34	0
"255"	"SKN-1(OE)"	1	34	0
"256"	"SKN-1(OE)"	1	36	0
"257"	"SKN-1(OE)"	1	39	0
"258"	"SKN-1(OE)"	1	39	0
"259"	"SKN-1(OE)"	1	39	0
"260"	"SKN-1(OE)"	1	39	0
"261"	"SKN-1(OE)"	1	39	0
"262"	"SKN-1(OE)"	1	39	0
"263"	"SKN-1(OE)"	1	39	0
"264"	"SKN-1(OE)"	1	41	0
"265"	"SKN-1(OE)"	1	41	0
"266"	"SKN-1(OE)"	1	41	0
"267"	"SKN-1(OE)"	1	41	0
"268"	"SKN-1(OE)"	1	44	0
"269"	"SKN-1(OE)"	1	44	0
"270"	"SKN-1(OE)"	1	20	1
"271"	"SKN-1(OE)"	1	22	1
"272"	"SKN-1(OE)"	1	22	1
"273"	"SKN-1(OE)"	1	22	1
"274"	"SKN-1(OE)"	1	28	1
"275"	"SKN-1(OE)"	1	28	1
"276"	"SKN-1(OE)"	1	30	1
"277"	"SKN-1(OE)"	1	30	1
"278"	"SKN-1(OE)"	1	30	1
"279"	"SKN-1(OE)"	1	34	1
"280"	"SKN-1(OE)"	1	34	1
"281"	"SKN-1(OE)"	1	36	1
"282"	"SKN-1(OE)"	1	36	1
"283"	"SKN-1(OE)"	1	15	2
"284"	"SKN-1(OE)"	1	18	2
"285"	"SKN-1(OE)"	1	20	2
"286"	"SKN-1(OE)"	1	22	2
"287"	"SKN-1(OE)"	1	25	2
"288"	"SKN-1(OE)"	1	25	2
"289"	"SKN-1(OE)"	1	28	2
"290"	"SKN-1(OE)"	1	28	2
"291"	"SKN-1(OE)"	1	28	2
"292"	"SKN-1(OE)"	1	28	2
"293"	"SKN-1(OE)"	1	28	2
"294"	"SKN-1(OE)"	1	28	2
"295"	"SKN-1(OE)"	1	28	2
"296"	"SKN-1(OE)"	1	30	2
"297"	"SKN-1(OE)"	1	30	2
"298"	"SKN-1(OE)"	1	30	2
"299"	"SKN-1(OE)"	1	34	2
"300"	"SKN-1(OE)"	1	18	3
"301"	"SKN-1(OE)"	1	18	3
"302"	"SKN-1(OE)"	1	18	3
"303"	"SKN-1(OE)"	1	25	3
"304"	"SKN-1(OE)"	1	25	3
"305"	"SKN-1(OE)"	1	32	3
"306"	"SKN-1(OE)"	2	11	0
"307"	"SKN-1(OE)"	2	11	0
"308"	"SKN-1(OE)"	2	11	0
"309"	"SKN-1(OE)"	2	28	0
"310"	"SKN-1(OE)"	2	28	0
"311"	"SKN-1(OE)"	2	32	0
"312"	"SKN-1(OE)"	2	32	0
"313"	"SKN-1(OE)"	2	32	0
"314"	"SKN-1(OE)"	2	32	0
"315"	"SKN-1(OE)"	2	32	0
"316"	"SKN-1(OE)"	2	32	0
"317"	"SKN-1(OE)"	2	34	0
"318"	"SKN-1(OE)"	2	34	0
"319"	"SKN-1(OE)"	2	36	0
"320"	"SKN-1(OE)"	2	36	0
"321"	"SKN-1(OE)"	2	36	0
"322"	"SKN-1(OE)"	2	36	0
"323"	"SKN-1(OE)"	2	39	0
"324"	"SKN-1(OE)"	2	39	0
"325"	"SKN-1(OE)"	2	39	0
"326"	"SKN-1(OE)"	2	41	0
"327"	"SKN-1(OE)"	2	41	0
"328"	"SKN-1(OE)"	2	41	0
"329"	"SKN-1(OE)"	2	41	0
"330"	"SKN-1(OE)"	2	44	0
"331"	"SKN-1(OE)"	2	44	0
"332"	"SKN-1(OE)"	2	47	0
"333"	"SKN-1(OE)"	2	47	0
"334"	"SKN-1(OE)"	2	18	1
"335"	"SKN-1(OE)"	2	28	1
"336"	"SKN-1(OE)"	2	30	1
"337"	"SKN-1(OE)"	2	30	1
"338"	"SKN-1(OE)"	2	30	1
"339"	"SKN-1(OE)"	2	30	1
"340"	"SKN-1(OE)"	2	30	1
"341"	"SKN-1(OE)"	2	34	1
"342"	"SKN-1(OE)"	2	36	1
"343"	"SKN-1(OE)"	2	36	1
"344"	"SKN-1(OE)"	2	36	1
"345"	"SKN-1(OE)"	2	39	1
"346"	"SKN-1(OE)"	2	39	1
"347"	"SKN-1(OE)"	2	41	1
"348"	"SKN-1(OE)"	2	15	2
"349"	"SKN-1(OE)"	2	18	2
"350"	"SKN-1(OE)"	2	20	2
"351"	"SKN-1(OE)"	2	22	2
"352"	"SKN-1(OE)"	2	25	2
"353"	"SKN-1(OE)"	2	25	2
"354"	"SKN-1(OE)"	2	25	2
"355"	"SKN-1(OE)"	2	25	2
"356"	"SKN-1(OE)"	2	28	2
"357"	"SKN-1(OE)"	2	28	2
"358"	"SKN-1(OE)"	2	28	2
"359"	"SKN-1(OE)"	2	28	2
"360"	"SKN-1(OE)"	2	28	2
"361"	"SKN-1(OE)"	2	30	2
"362"	"SKN-1(OE)"	2	32	2
"363"	"SKN-1(OE)"	2	39	2
"364"	"SKN-1(OE)"	2	15	3
"365"	"SKN-1(OE)"	2	15	3
"366"	"SKN-1(OE)"	2	22	3
"367"	"SKN-1(OE)"	2	25	3
"368"	"SKN-1(OE)"	2	39	3
