"strain"	"replicate"	"age.at.death"	"rupture"
"1"	"N2"	1	26	0
"2"	"N2"	1	26	0
"3"	"N2"	1	26	0
"4"	"N2"	1	26	0
"5"	"N2"	1	26	0
"6"	"N2"	1	28	0
"7"	"N2"	1	28	0
"8"	"N2"	1	28	0
"9"	"N2"	1	28	0
"10"	"N2"	1	28	0
"11"	"N2"	1	28	0
"12"	"N2"	1	30	0
"13"	"N2"	1	30	0
"14"	"N2"	1	30	0
"15"	"N2"	1	30	0
"16"	"N2"	1	35	0
"17"	"N2"	1	35	0
"18"	"N2"	1	35	0
"19"	"N2"	1	35	0
"20"	"N2"	1	35	0
"21"	"N2"	1	35	0
"22"	"N2"	1	35	0
"23"	"N2"	1	35	0
"24"	"N2"	1	37	0
"25"	"N2"	1	37	0
"26"	"N2"	1	37	0
"27"	"N2"	1	37	0
"28"	"N2"	1	37	0
"29"	"N2"	1	39	0
"30"	"N2"	1	39	0
"31"	"N2"	1	39	0
"32"	"N2"	1	39	0
"33"	"N2"	1	42	0
"34"	"N2"	1	42	0
"35"	"N2"	1	42	0
"36"	"N2"	1	42	0
"37"	"N2"	1	42	0
"38"	"N2"	1	42	0
"39"	"N2"	1	42	0
"40"	"N2"	1	42	0
"41"	"N2"	1	44	0
"42"	"N2"	1	44	0
"43"	"N2"	1	46	0
"44"	"N2"	1	46	0
"45"	"N2"	1	46	0
"46"	"N2"	1	49	0
"47"	"N2"	1	49	0
"48"	"N2"	1	49	0
"49"	"N2"	1	49	0
"50"	"N2"	1	51	0
"51"	"N2"	1	26	1
"52"	"N2"	1	21	2
"53"	"N2"	1	21	2
"54"	"N2"	1	21	2
"55"	"N2"	1	23	2
"56"	"N2"	1	26	2
"57"	"N2"	1	26	2
"58"	"N2"	1	28	2
"59"	"N2"	1	28	2
"60"	"N2"	1	28	2
"61"	"N2"	1	28	2
"62"	"N2"	1	28	2
"63"	"N2"	1	30	2
"64"	"N2"	1	37	2
"65"	"N2"	1	16	3
"66"	"N2"	1	16	3
"67"	"N2"	1	18	3
"68"	"N2"	1	21	3
"69"	"N2"	1	21	3
"70"	"N2"	1	21	3
"71"	"N2"	1	28	3
"72"	"N2"	2	23	0
"73"	"N2"	2	26	0
"74"	"N2"	2	26	0
"75"	"N2"	2	26	0
"76"	"N2"	2	28	0
"77"	"N2"	2	28	0
"78"	"N2"	2	28	0
"79"	"N2"	2	30	0
"80"	"N2"	2	35	0
"81"	"N2"	2	35	0
"82"	"N2"	2	37	0
"83"	"N2"	2	37	0
"84"	"N2"	2	37	0
"85"	"N2"	2	39	0
"86"	"N2"	2	39	0
"87"	"N2"	2	39	0
"88"	"N2"	2	42	0
"89"	"N2"	2	42	0
"90"	"N2"	2	42	0
"91"	"N2"	2	42	0
"92"	"N2"	2	42	0
"93"	"N2"	2	21	1
"94"	"N2"	2	26	1
"95"	"N2"	2	26	1
"96"	"N2"	2	21	2
"97"	"N2"	2	21	2
"98"	"N2"	2	21	2
"99"	"N2"	2	21	2
"100"	"N2"	2	21	2
"101"	"N2"	2	23	2
"102"	"N2"	2	23	2
"103"	"N2"	2	23	2
"104"	"N2"	2	26	2
"105"	"N2"	2	26	2
"106"	"N2"	2	26	2
"107"	"N2"	2	26	2
"108"	"N2"	2	28	2
"109"	"N2"	2	28	2
"110"	"N2"	2	28	2
"111"	"N2"	2	30	2
"112"	"N2"	2	37	2
"113"	"N2"	2	16	3
"114"	"N2"	2	21	3
"115"	"N2"	2	21	3
"116"	"N2"	2	21	3
"117"	"N2"	2	23	3
"118"	"N2"	2	26	3
"119"	"N2"	2	26	3
"120"	"N2"	2	26	3
"121"	"N2"	2	26	3
"122"	"hif-1"	1	16	0
"123"	"hif-1"	1	21	0
"124"	"hif-1"	1	23	0
"125"	"hif-1"	1	26	0
"126"	"hif-1"	1	26	0
"127"	"hif-1"	1	28	0
"128"	"hif-1"	1	28	0
"129"	"hif-1"	1	28	0
"130"	"hif-1"	1	28	0
"131"	"hif-1"	1	28	0
"132"	"hif-1"	1	28	0
"133"	"hif-1"	1	28	0
"134"	"hif-1"	1	28	0
"135"	"hif-1"	1	28	0
"136"	"hif-1"	1	30	0
"137"	"hif-1"	1	30	0
"138"	"hif-1"	1	32	0
"139"	"hif-1"	1	35	0
"140"	"hif-1"	1	35	0
"141"	"hif-1"	1	35	0
"142"	"hif-1"	1	35	0
"143"	"hif-1"	1	35	0
"144"	"hif-1"	1	37	0
"145"	"hif-1"	1	37	0
"146"	"hif-1"	1	39	0
"147"	"hif-1"	1	39	0
"148"	"hif-1"	1	39	0
"149"	"hif-1"	1	42	0
"150"	"hif-1"	1	42	0
"151"	"hif-1"	1	42	0
"152"	"hif-1"	1	42	0
"153"	"hif-1"	1	42	0
"154"	"hif-1"	1	42	0
"155"	"hif-1"	1	44	0
"156"	"hif-1"	1	44	0
"157"	"hif-1"	1	44	0
"158"	"hif-1"	1	44	0
"159"	"hif-1"	1	46	0
"160"	"hif-1"	1	46	0
"161"	"hif-1"	1	49	0
"162"	"hif-1"	1	49	0
"163"	"hif-1"	1	53	0
"164"	"hif-1"	1	37	1
"165"	"hif-1"	1	42	1
"166"	"hif-1"	1	18	2
"167"	"hif-1"	1	21	2
"168"	"hif-1"	1	21	2
"169"	"hif-1"	1	21	2
"170"	"hif-1"	1	21	2
"171"	"hif-1"	1	21	2
"172"	"hif-1"	1	23	2
"173"	"hif-1"	1	23	2
"174"	"hif-1"	1	23	2
"175"	"hif-1"	1	23	2
"176"	"hif-1"	1	26	2
"177"	"hif-1"	1	26	2
"178"	"hif-1"	1	37	2
"179"	"hif-1"	1	16	3
"180"	"hif-1"	1	18	3
"181"	"hif-1"	1	18	3
"182"	"hif-1"	1	18	3
"183"	"hif-1"	1	21	3
"184"	"hif-1"	1	21	3
"185"	"hif-1"	1	21	3
"186"	"hif-1"	1	21	3
"187"	"hif-1"	2	26	0
"188"	"hif-1"	2	26	0
"189"	"hif-1"	2	26	0
"190"	"hif-1"	2	26	0
"191"	"hif-1"	2	26	0
"192"	"hif-1"	2	28	0
"193"	"hif-1"	2	28	0
"194"	"hif-1"	2	28	0
"195"	"hif-1"	2	28	0
"196"	"hif-1"	2	28	0
"197"	"hif-1"	2	28	0
"198"	"hif-1"	2	30	0
"199"	"hif-1"	2	30	0
"200"	"hif-1"	2	30	0
"201"	"hif-1"	2	30	0
"202"	"hif-1"	2	32	0
"203"	"hif-1"	2	32	0
"204"	"hif-1"	2	32	0
"205"	"hif-1"	2	35	0
"206"	"hif-1"	2	35	0
"207"	"hif-1"	2	35	0
"208"	"hif-1"	2	35	0
"209"	"hif-1"	2	35	0
"210"	"hif-1"	2	35	0
"211"	"hif-1"	2	37	0
"212"	"hif-1"	2	37	0
"213"	"hif-1"	2	39	0
"214"	"hif-1"	2	39	0
"215"	"hif-1"	2	39	0
"216"	"hif-1"	2	42	0
"217"	"hif-1"	2	42	0
"218"	"hif-1"	2	42	0
"219"	"hif-1"	2	44	0
"220"	"hif-1"	2	44	0
"221"	"hif-1"	2	46	0
"222"	"hif-1"	2	46	0
"223"	"hif-1"	2	46	0
"224"	"hif-1"	2	49	0
"225"	"hif-1"	2	49	0
"226"	"hif-1"	2	49	0
"227"	"hif-1"	2	51	0
"228"	"hif-1"	2	51	0
"229"	"hif-1"	2	53	0
"230"	"hif-1"	2	53	0
"231"	"hif-1"	2	53	0
"232"	"hif-1"	2	23	1
"233"	"hif-1"	2	32	1
"234"	"hif-1"	2	35	1
"235"	"hif-1"	2	42	1
"236"	"hif-1"	2	42	1
"237"	"hif-1"	2	18	2
"238"	"hif-1"	2	21	2
"239"	"hif-1"	2	21	2
"240"	"hif-1"	2	21	2
"241"	"hif-1"	2	23	2
"242"	"hif-1"	2	23	2
"243"	"hif-1"	2	26	2
"244"	"hif-1"	2	26	2
"245"	"hif-1"	2	26	2
"246"	"hif-1"	2	28	2
"247"	"hif-1"	2	28	2
"248"	"hif-1"	2	28	2
"249"	"hif-1"	2	30	2
"250"	"hif-1"	2	30	2
"251"	"hif-1"	2	30	2
"252"	"hif-1"	2	35	2
"253"	"hif-1"	2	37	2
"254"	"hif-1"	2	39	2
"255"	"hif-1"	2	39	2
"256"	"hif-1"	2	39	2
"257"	"hif-1"	2	42	2
"258"	"hif-1"	2	23	3
"259"	"hif-1"	2	26	3
"260"	"hif-1"	2	28	3
"261"	"vhl-1"	1	26	0
"262"	"vhl-1"	1	28	0
"263"	"vhl-1"	1	28	0
"264"	"vhl-1"	1	35	0
"265"	"vhl-1"	1	37	0
"266"	"vhl-1"	1	37	0
"267"	"vhl-1"	1	39	0
"268"	"vhl-1"	1	39	0
"269"	"vhl-1"	1	42	0
"270"	"vhl-1"	1	42	0
"271"	"vhl-1"	1	42	0
"272"	"vhl-1"	1	42	0
"273"	"vhl-1"	1	42	0
"274"	"vhl-1"	1	42	0
"275"	"vhl-1"	1	42	0
"276"	"vhl-1"	1	42	0
"277"	"vhl-1"	1	42	0
"278"	"vhl-1"	1	42	0
"279"	"vhl-1"	1	42	0
"280"	"vhl-1"	1	42	0
"281"	"vhl-1"	1	42	0
"282"	"vhl-1"	1	42	0
"283"	"vhl-1"	1	44	0
"284"	"vhl-1"	1	44	0
"285"	"vhl-1"	1	44	0
"286"	"vhl-1"	1	44	0
"287"	"vhl-1"	1	44	0
"288"	"vhl-1"	1	44	0
"289"	"vhl-1"	1	44	0
"290"	"vhl-1"	1	44	0
"291"	"vhl-1"	1	44	0
"292"	"vhl-1"	1	44	0
"293"	"vhl-1"	1	44	0
"294"	"vhl-1"	1	44	0
"295"	"vhl-1"	1	44	0
"296"	"vhl-1"	1	44	0
"297"	"vhl-1"	1	44	0
"298"	"vhl-1"	1	44	0
"299"	"vhl-1"	1	44	0
"300"	"vhl-1"	1	46	0
"301"	"vhl-1"	1	46	0
"302"	"vhl-1"	1	46	0
"303"	"vhl-1"	1	46	0
"304"	"vhl-1"	1	46	0
"305"	"vhl-1"	1	46	0
"306"	"vhl-1"	1	46	0
"307"	"vhl-1"	1	46	0
"308"	"vhl-1"	1	46	0
"309"	"vhl-1"	1	46	0
"310"	"vhl-1"	1	49	0
"311"	"vhl-1"	1	49	0
"312"	"vhl-1"	1	49	0
"313"	"vhl-1"	1	49	0
"314"	"vhl-1"	1	49	0
"315"	"vhl-1"	1	49	0
"316"	"vhl-1"	1	49	0
"317"	"vhl-1"	1	49	0
"318"	"vhl-1"	1	49	0
"319"	"vhl-1"	1	49	0
"320"	"vhl-1"	1	51	0
"321"	"vhl-1"	1	51	0
"322"	"vhl-1"	1	51	0
"323"	"vhl-1"	1	51	0
"324"	"vhl-1"	1	51	0
"325"	"vhl-1"	1	53	0
"326"	"vhl-1"	1	53	0
"327"	"vhl-1"	1	56	0
"328"	"vhl-1"	1	56	0
"329"	"vhl-1"	2	26	0
"330"	"vhl-1"	2	26	0
"331"	"vhl-1"	2	28	0
"332"	"vhl-1"	2	30	0
"333"	"vhl-1"	2	30	0
"334"	"vhl-1"	2	32	0
"335"	"vhl-1"	2	35	0
"336"	"vhl-1"	2	35	0
"337"	"vhl-1"	2	35	0
"338"	"vhl-1"	2	37	0
"339"	"vhl-1"	2	37	0
"340"	"vhl-1"	2	37	0
"341"	"vhl-1"	2	37	0
"342"	"vhl-1"	2	39	0
"343"	"vhl-1"	2	39	0
"344"	"vhl-1"	2	39	0
"345"	"vhl-1"	2	39	0
"346"	"vhl-1"	2	42	0
"347"	"vhl-1"	2	42	0
"348"	"vhl-1"	2	42	0
"349"	"vhl-1"	2	42	0
"350"	"vhl-1"	2	42	0
"351"	"vhl-1"	2	42	0
"352"	"vhl-1"	2	42	0
"353"	"vhl-1"	2	44	0
"354"	"vhl-1"	2	44	0
"355"	"vhl-1"	2	44	0
"356"	"vhl-1"	2	44	0
"357"	"vhl-1"	2	44	0
"358"	"vhl-1"	2	44	0
"359"	"vhl-1"	2	44	0
"360"	"vhl-1"	2	44	0
"361"	"vhl-1"	2	46	0
"362"	"vhl-1"	2	46	0
"363"	"vhl-1"	2	46	0
"364"	"vhl-1"	2	46	0
"365"	"vhl-1"	2	49	0
"366"	"vhl-1"	2	49	0
"367"	"vhl-1"	2	49	0
"368"	"vhl-1"	2	49	0
"369"	"vhl-1"	2	49	0
"370"	"vhl-1"	2	49	0
"371"	"vhl-1"	2	51	0
"372"	"vhl-1"	2	51	0
"373"	"vhl-1"	2	53	0
"374"	"vhl-1"	2	16	1
"375"	"vhl-1"	2	32	1
"376"	"vhl-1"	2	35	1
"377"	"vhl-1"	2	35	1
"378"	"vhl-1"	2	35	2
"379"	"egl-9(n571)"	1	28	0
"380"	"egl-9(n571)"	1	30	0
"381"	"egl-9(n571)"	1	30	0
"382"	"egl-9(n571)"	1	32	0
"383"	"egl-9(n571)"	1	32	0
"384"	"egl-9(n571)"	1	32	0
"385"	"egl-9(n571)"	1	32	0
"386"	"egl-9(n571)"	1	35	0
"387"	"egl-9(n571)"	1	35	0
"388"	"egl-9(n571)"	1	35	0
"389"	"egl-9(n571)"	1	35	0
"390"	"egl-9(n571)"	1	35	0
"391"	"egl-9(n571)"	1	37	0
"392"	"egl-9(n571)"	1	37	0
"393"	"egl-9(n571)"	1	39	0
"394"	"egl-9(n571)"	1	39	0
"395"	"egl-9(n571)"	1	39	0
"396"	"egl-9(n571)"	1	39	0
"397"	"egl-9(n571)"	1	42	0
"398"	"egl-9(n571)"	1	42	0
"399"	"egl-9(n571)"	1	42	0
"400"	"egl-9(n571)"	1	42	0
"401"	"egl-9(n571)"	1	42	0
"402"	"egl-9(n571)"	1	42	0
"403"	"egl-9(n571)"	1	42	0
"404"	"egl-9(n571)"	1	42	0
"405"	"egl-9(n571)"	1	42	0
"406"	"egl-9(n571)"	1	42	0
"407"	"egl-9(n571)"	1	42	0
"408"	"egl-9(n571)"	1	44	0
"409"	"egl-9(n571)"	1	44	0
"410"	"egl-9(n571)"	1	44	0
"411"	"egl-9(n571)"	1	44	0
"412"	"egl-9(n571)"	1	44	0
"413"	"egl-9(n571)"	1	44	0
"414"	"egl-9(n571)"	1	46	0
