"strain"	"replicate"	"age.at.death"	"rupture"
"1"	"N2"	1	17	0
"2"	"N2"	1	20	0
"3"	"N2"	1	22	0
"4"	"N2"	1	24	0
"5"	"N2"	1	27	0
"6"	"N2"	1	36	0
"7"	"N2"	1	38	0
"8"	"N2"	1	43	0
"9"	"N2"	1	43	0
"10"	"N2"	1	45	0
"11"	"N2"	1	20	2
"12"	"N2"	1	22	2
"13"	"N2"	1	24	2
"14"	"N2"	1	27	2
"15"	"N2"	1	27	2
"16"	"N2"	1	31	2
"17"	"N2"	1	31	2
"18"	"N2"	1	31	2
"19"	"N2"	1	34	2
"20"	"N2"	1	34	2
"21"	"N2"	1	34	2
"22"	"N2"	1	34	2
"23"	"N2"	1	34	2
"24"	"N2"	1	34	2
"25"	"N2"	1	34	2
"26"	"N2"	1	34	2
"27"	"N2"	1	34	2
"28"	"N2"	1	34	2
"29"	"N2"	1	34	2
"30"	"N2"	1	34	2
"31"	"N2"	1	36	2
"32"	"N2"	1	36	2
"33"	"N2"	1	36	2
"34"	"N2"	1	36	2
"35"	"N2"	1	38	2
"36"	"N2"	1	38	2
"37"	"N2"	1	38	2
"38"	"N2"	1	38	2
"39"	"N2"	1	41	2
"40"	"N2"	1	41	2
"41"	"N2"	1	41	2
"42"	"N2"	1	41	2
"43"	"N2"	1	27	3
"44"	"N2"	1	29	3
"45"	"N2"	1	29	3
"46"	"N2"	1	29	3
"47"	"N2"	1	29	3
"48"	"N2"	1	29	3
"49"	"N2"	1	29	3
"50"	"N2"	1	29	3
"51"	"N2"	1	29	3
"52"	"N2"	1	31	3
"53"	"N2"	1	31	3
"54"	"N2"	1	31	3
"55"	"N2"	1	34	3
"56"	"N2"	1	34	3
"57"	"N2"	1	36	3
"58"	"N2"	1	36	3
"59"	"N2"	2	20	0
"60"	"N2"	2	20	0
"61"	"N2"	2	34	0
"62"	"N2"	2	34	0
"63"	"N2"	2	38	0
"64"	"N2"	2	38	0
"65"	"N2"	2	41	0
"66"	"N2"	2	41	0
"67"	"N2"	2	43	0
"68"	"N2"	2	55	0
"69"	"N2"	2	20	2
"70"	"N2"	2	22	2
"71"	"N2"	2	27	2
"72"	"N2"	2	27	2
"73"	"N2"	2	29	2
"74"	"N2"	2	29	2
"75"	"N2"	2	29	2
"76"	"N2"	2	29	2
"77"	"N2"	2	29	2
"78"	"N2"	2	29	2
"79"	"N2"	2	29	2
"80"	"N2"	2	29	2
"81"	"N2"	2	31	2
"82"	"N2"	2	31	2
"83"	"N2"	2	31	2
"84"	"N2"	2	31	2
"85"	"N2"	2	31	2
"86"	"N2"	2	31	2
"87"	"N2"	2	31	2
"88"	"N2"	2	34	2
"89"	"N2"	2	34	2
"90"	"N2"	2	34	2
"91"	"N2"	2	34	2
"92"	"N2"	2	34	2
"93"	"N2"	2	34	2
"94"	"N2"	2	34	2
"95"	"N2"	2	34	2
"96"	"N2"	2	34	2
"97"	"N2"	2	34	2
"98"	"N2"	2	36	2
"99"	"N2"	2	36	2
"100"	"N2"	2	36	2
"101"	"N2"	2	36	2
"102"	"N2"	2	36	2
"103"	"N2"	2	36	2
"104"	"N2"	2	38	2
"105"	"N2"	2	38	2
"106"	"N2"	2	38	2
"107"	"N2"	2	38	2
"108"	"N2"	2	41	2
"109"	"N2"	2	41	2
"110"	"N2"	2	41	2
"111"	"N2"	2	41	2
"112"	"N2"	2	45	2
"113"	"N2"	2	22	3
"114"	"N2"	2	24	3
"115"	"N2"	2	29	3
"116"	"N2"	2	31	3
"117"	"N2"	2	31	3
"118"	"N2"	2	34	3
"119"	"N2"	2	34	3
"120"	"N2"	2	34	3
"121"	"N2"	2	34	3
"122"	"N2"	2	34	3
"123"	"N2"	2	38	3
"124"	"sir2.1"	1	17	0
"125"	"sir2.1"	1	17	0
"126"	"sir2.1"	1	20	0
"127"	"sir2.1"	1	41	0
"128"	"sir2.1"	1	41	0
"129"	"sir2.1"	1	41	0
"130"	"sir2.1"	1	43	0
"131"	"sir2.1"	1	43	0
"132"	"sir2.1"	1	43	0
"133"	"sir2.1"	1	45	0
"134"	"sir2.1"	1	45	0
"135"	"sir2.1"	1	45	0
"136"	"sir2.1"	1	48	0
"137"	"sir2.1"	1	48	0
"138"	"sir2.1"	1	48	0
"139"	"sir2.1"	1	50	0
"140"	"sir2.1"	1	50	0
"141"	"sir2.1"	1	50	0
"142"	"sir2.1"	1	55	0
"143"	"sir2.1"	1	57	0
"144"	"sir2.1"	1	59	0
"145"	"sir2.1"	1	64	0
"146"	"sir2.1"	1	27	2
"147"	"sir2.1"	1	27	2
"148"	"sir2.1"	1	27	2
"149"	"sir2.1"	1	29	2
"150"	"sir2.1"	1	29	2
"151"	"sir2.1"	1	31	2
"152"	"sir2.1"	1	31	2
"153"	"sir2.1"	1	31	2
"154"	"sir2.1"	1	31	2
"155"	"sir2.1"	1	31	2
"156"	"sir2.1"	1	34	2
"157"	"sir2.1"	1	36	2
"158"	"sir2.1"	1	41	2
"159"	"sir2.1"	1	17	3
"160"	"sir2.1"	1	24	3
"161"	"sir2.1"	1	29	3
"162"	"sir2.1"	1	29	3
"163"	"sir2.1"	1	29	3
"164"	"sir2.1"	1	29	3
"165"	"sir2.1"	1	29	3
"166"	"sir2.1"	1	31	3
"167"	"sir2.1"	1	34	3
"168"	"sir2.1"	1	34	3
"169"	"sir2.1"	1	34	3
"170"	"sir2.1"	2	13	0
"171"	"sir2.1"	2	13	0
