strain	replicate	age.at.death	rupture	
1	N2	1	26	0
2	N2	1	26	0
3	N2	1	30	0
4	N2	1	30	0
5	N2	1	30	0
6	N2	1	30	0
7	N2	1	30	0
8	N2	1	30	0
9	N2	1	30	0
10	N2	1	30	0
11	N2	1	34	0
12	N2	1	34	0
13	N2	1	37	0
14	N2	1	39	0
15	N2	1	24	2
16	N2	1	24	2
17	N2	1	26	2
18	N2	1	26	2
19	N2	1	30	2
20	N2	1	30	2
21	N2	1	30	2
22	N2	1	30	2
23	N2	1	30	2
24	N2	1	30	2
25	N2	1	30	2
26	N2	1	30	2
27	N2	1	32	2
28	N2	1	32	2
29	N2	1	34	2
30	N2	1	34	2
31	N2	1	39	2
32	N2	1	18	3
33	N2	1	18	3
34	N2	1	18	3
35	N2	1	18	3
36	N2	1	24	3
37	N2	1	24	3
38	N2	1	24	3
39	N2	1	24	3
40	N2	1	26	3
41	N2	1	26	3
42	N2	1	26	3
43	N2	1	26	3
44	N2	1	30	3
45	N2	1	30	3
46	N2	1	32	3
47	N2	1	32	3
48	N2	1	32	3
49	N2	1	37	3
50	N2	1	24	0
51	N2	1	24	0
52	N2	1	24	0
53	N2	1	26	0
54	N2	1	26	0
55	N2	1	26	0
56	N2	1	26	0
57	N2	1	30	0
58	N2	1	30	0
59	N2	1	30	0
60	N2	1	30	0
61	N2	1	30	0
62	N2	1	30	0
63	N2	1	30	0
64	N2	1	30	0
65	N2	1	32	0
66	N2	1	34	0
67	N2	1	37	0
68	N2	1	39	0
69	N2	1	39	0
70	N2	1	39	0
71	N2	1	41	0
72	N2	1	41	0
73	N2	1	45	0
74	N2	2	24	2
75	N2	2	24	2
76	N2	2	26	2
77	N2	2	26	2
78	N2	2	26	2
79	N2	2	30	2
80	N2	2	30	2
81	N2	2	30	2
82	N2	2	30	2
83	N2	2	30	2
84	N2	2	30	2
85	N2	2	30	2
86	N2	2	30	2
87	N2	2	30	2
88	N2	2	30	2
89	N2	2	30	2
90	N2	2	30	2
91	N2	2	30	2
92	N2	2	30	2
93	N2	2	30	2
94	N2	2	30	2
95	N2	2	32	2
96	N2	2	32	2
97	N2	2	32	2
98	N2	2	34	2
99	N2	2	34	2
100	N2	2	34	2
101	N2	2	34	2
102	N2	2	34	2
103	N2	2	37	2
104	N2	2	37	2
105	N2	2	39	2
106	N2	2	18	3
107	N2	2	18	3
108	N2	2	18	3
109	N2	2	18	3
110	N2	2	18	3
111	N2	2	24	3
112	N2	2	24	3
113	N2	2	24	3
114	N2	2	24	3
115	N2	2	24	3
116	N2	2	24	3
117	N2	2	24	3
118	N2	2	24	3
119	N2	2	24	3
120	N2	2	24	3
121	N2	2	24	3
122	N2	2	26	3
123	N2	2	26	3
124	N2	2	26	3
125	N2	2	26	3
126	N2	2	26	3
127	N2	2	26	3
128	N2	2	26	3
129	N2	2	30	3
130	N2	2	30	3
131	N2	2	30	3
132	N2	2	30	3
133	N2	2	30	3
134	N2	2	30	3
135	N2	2	30	3
136	N2	2	30	3
137	N2	2	30	3
138	N2	2	32	3
139	N2	2	32	3
140	N2	2	32	3
141	N2	2	34	3
142	N2	2	34	3
143	N2	2	37	3
144	N2	2	37	3
145	hif-1	1	18	0
146	hif-1	1	18	0
147	hif-1	1	24	0
148	hif-1	1	24	0
149	hif-1	1	24	0
150	hif-1	1	24	0
151	hif-1	1	26	0
152	hif-1	1	26	0
153	hif-1	1	26	0
154	hif-1	1	26	0
155	hif-1	1	30	0
156	hif-1	1	30	0
157	hif-1	1	30	0
158	hif-1	1	30	0
159	hif-1	1	30	0
160	hif-1	1	30	0
161	hif-1	1	30	0
162	hif-1	1	30	0
163	hif-1	1	30	0
164	hif-1	1	30	0
165	hif-1	1	30	0
166	hif-1	1	30	0
167	hif-1	1	30	0
168	hif-1	1	30	0
169	hif-1	1	30	0
170	hif-1	1	30	0
171	hif-1	1	30	0
172	hif-1	1	30	0
173	hif-1	1	30	0
174	hif-1	1	30	0
175	hif-1	1	30	0
176	hif-1	1	30	0
177	hif-1	1	30	0
178	hif-1	1	32	0
179	hif-1	1	32	0
180	hif-1	1	34	0
181	hif-1	1	34	0
182	hif-1	1	34	0
183	hif-1	1	34	0
184	hif-1	1	37	0
185	hif-1	1	37	0
186	hif-1	1	37	0
187	hif-1	1	37	0
188	hif-1	1	37	0
189	hif-1	1	37	0
190	hif-1	1	37	0
191	hif-1	1	37	0
192	hif-1	1	37	0
193	hif-1	1	37	0
194	hif-1	1	37	0
195	hif-1	1	37	0
196	hif-1	1	37	0
197	hif-1	1	37	0
198	hif-1	1	37	0
199	hif-1	1	37	0
200	hif-1	1	37	0
201	hif-1	1	37	0
202	hif-1	1	37	0
203	hif-1	1	37	0
204	hif-1	1	37	0
205	hif-1	1	37	0
206	hif-1	1	37	0
207	hif-1	1	39	0
208	hif-1	1	39	0
209	hif-1	1	39	0
210	hif-1	1	39	0
211	hif-1	1	39	0
212	hif-1	1	39	0
213	hif-1	1	39	0
214	hif-1	1	39	0
215	hif-1	1	39	0
216	hif-1	1	39	0
217	hif-1	1	39	0
218	hif-1	1	41	0
219	hif-1	1	41	0
220	hif-1	1	41	0
221	hif-1	1	41	0
222	hif-1	1	41	0
223	hif-1	1	41	0
224	hif-1	1	45	0
225	hif-1	1	45	0
226	hif-1	1	45	0
227	hif-1	1	45	0
228	hif-1	1	45	0
229	hif-1	1	45	0
230	hif-1	1	45	0
231	hif-1	1	45	0
232	hif-1	1	45	0
233	hif-1	1	45	0
234	hif-1	1	45	0
235	hif-1	1	45	0
236	hif-1	1	51	0
237	hif-1	1	24	2
238	hif-1	1	24	2
239	hif-1	1	26	2
240	hif-1	1	26	2
241	hif-1	1	30	2
242	hif-1	1	30	2
243	hif-1	1	30	2
244	hif-1	1	30	2
245	hif-1	1	30	2
246	hif-1	1	30	2
247	hif-1	1	30	2
248	hif-1	1	30	2
249	hif-1	1	30	2
250	hif-1	1	30	2
251	hif-1	1	30	2
252	hif-1	1	30	2
253	hif-1	1	30	2
254	hif-1	1	30	2
255	hif-1	1	30	2
256	hif-1	1	32	2
257	hif-1	1	32	2
258	hif-1	1	32	2
259	hif-1	1	32	2
260	hif-1	1	32	2
261	hif-1	1	32	2
262	hif-1	1	34	2
263	hif-1	1	34	2
264	hif-1	1	34	2
265	hif-1	1	34	2
266	hif-1	1	37	2
267	hif-1	1	37	2
268	hif-1	1	39	2
269	hif-1	1	39	2
270	hif-1	1	39	2
271	hif-1	1	39	2
272	hif-1	1	41	2
273	hif-1	1	41	2
274	hif-1	1	18	3
275	hif-1	1	24	3
276	hif-1	1	24	3
277	hif-1	1	24	3
278	hif-1	1	26	3
279	hif-1	1	26	3
280	hif-1	1	26	3
281	hif-1	1	26	3
282	hif-1	1	26	3
283	hif-1	1	26	3
284	hif-1	1	26	3
285	hif-1	1	26	3
286	hif-1	1	26	3
287	hif-1	1	30	3
288	hif-1	1	30	3
289	hif-1	1	30	3
290	hif-1	1	32	3
291	hif-1	1	32	3
292	hif-1	1	34	3
293	hif-1	1	34	3
294	hif-1	1	39	3
295	hif-1	1	41	3
296	hif-1	1	18	0
297	hif-1	1	24	0
298	hif-1	1	24	0
299	hif-1	1	26	0
300	hif-1	1	30	0
301	hif-1	1	30	0
302	hif-1	1	39	0
303	hif-1	1	39	0
304	hif-1	1	39	0
305	hif-1	1	41	0
306	hif-1	1	41	0
307	hif-1	1	41	0
308	hif-1	2	24	2
309	hif-1	2	26	2
310	hif-1	2	30	2
311	hif-1	2	30	2
312	hif-1	2	30	2
313	hif-1	2	30	2
314	hif-1	2	30	2
315	hif-1	2	30	2
316	hif-1	2	30	2
317	hif-1	2	30	2
318	hif-1	2	30	2
319	hif-1	2	30	2
320	hif-1	2	30	2
321	hif-1	2	30	2
322	hif-1	2	30	2
323	hif-1	2	30	2
324	hif-1	2	32	2
325	hif-1	2	32	2
326	hif-1	2	39	2
327	hif-1	2	41	2
328	hif-1	2	18	3
329	hif-1	2	18	3
330	hif-1	2	18	3
331	hif-1	2	24	3
332	hif-1	2	24	3
333	hif-1	2	24	3
334	hif-1	2	24	3
335	hif-1	2	26	3
336	hif-1	2	26	3
337	hif-1	2	26	3
338	hif-1	2	26	3
339	hif-1	2	26	3
340	hif-1	2	26	3
341	hif-1	2	26	3
342	hif-1	2	26	3
343	hif-1	2	30	3
344	hif-1	2	30	3
345	hif-1	2	30	3
346	hif-1	2	30	3
347	hif-1	2	30	3
348	hif-1	2	30	3
349	hif-1	2	30	3
350	vhl-1	1	18	0
351	vhl-1	1	18	0
352	vhl-1	1	24	0
353	vhl-1	1	24	0
354	vhl-1	1	24	0
355	vhl-1	1	24	0
356	vhl-1	1	26	0
357	vhl-1	1	32	0
358	vhl-1	1	32	0
359	vhl-1	1	32	0
360	vhl-1	1	34	0
361	vhl-1	1	34	0
362	vhl-1	1	34	0
363	vhl-1	1	34	0
364	vhl-1	1	37	0
365	vhl-1	1	37	0
366	vhl-1	1	37	0
367	vhl-1	1	39	0
368	vhl-1	1	41	0
369	vhl-1	1	41	0
370	vhl-1	1	41	0
371	vhl-1	1	41	0
372	vhl-1	1	41	0
373	vhl-1	1	41	0
374	vhl-1	1	41	0
375	vhl-1	1	41	0
376	vhl-1	1	45	0
377	vhl-1	1	45	0
378	vhl-1	1	45	0
379	vhl-1	1	45	0
380	vhl-1	1	45	0
381	vhl-1	1	45	0
382	vhl-1	1	45	0
383	vhl-1	1	45	0
384	vhl-1	1	45	0
385	vhl-1	1	45	0
386	vhl-1	1	45	0
387	vhl-1	1	45	0
388	vhl-1	1	45	0
389	vhl-1	1	45	0
390	vhl-1	1	45	0
391	vhl-1	1	45	0
392	vhl-1	1	45	0
393	vhl-1	1	45	0
394	vhl-1	1	45	0
395	vhl-1	1	45	0
396	vhl-1	1	45	0
397	vhl-1	1	45	0
398	vhl-1	1	45	0
399	vhl-1	1	45	0
400	vhl-1	1	45	0
401	vhl-1	1	45	0
402	vhl-1	1	45	0
403	vhl-1	1	45	0
404	vhl-1	1	45	0
405	vhl-1	1	45	0
406	vhl-1	1	48	0
407	vhl-1	1	51	0
408	vhl-1	1	51	0
409	vhl-1	1	26	2
410	vhl-1	1	26	2
411	vhl-1	1	30	2
412	vhl-1	1	30	2
413	vhl-1	1	32	2
414	vhl-1	1	32	2
415	vhl-1	1	32	2
416	vhl-1	1	32	2
417	vhl-1	1	32	2
418	vhl-1	1	32	2
419	vhl-1	1	34	2
420	vhl-1	1	37	2
421	vhl-1	1	37	2
422	vhl-1	1	37	2
423	vhl-1	1	37	2
424	vhl-1	1	39	2
425	vhl-1	1	39	2
426	vhl-1	1	39	2
427	vhl-1	1	41	2
428	vhl-1	1	41	2
429	vhl-1	1	45	2
430	vhl-1	1	24	3
431	vhl-1	1	26	3
432	vhl-1	1	34	3
433	vhl-1	1	18	0
434	vhl-1	1	18	0
435	vhl-1	1	24	0
436	vhl-1	1	26	0
437	vhl-1	1	26	0
438	vhl-1	1	26	0
439	vhl-1	1	30	0
440	vhl-1	1	32	0
441	vhl-1	1	32	0
442	vhl-1	1	34	0
443	vhl-1	1	34	0
444	vhl-1	1	34	0
445	vhl-1	1	37	0
446	vhl-1	1	37	0
447	vhl-1	1	39	0
448	vhl-1	1	39	0
449	vhl-1	1	39	0
450	vhl-1	1	39	0
451	vhl-1	1	41	0
452	vhl-1	1	41	0
453	vhl-1	1	41	0
454	vhl-1	1	41	0
455	vhl-1	1	41	0
456	vhl-1	1	41	0
457	vhl-1	1	41	0
458	vhl-1	1	41	0
459	vhl-1	1	41	0
460	vhl-1	1	45	0
461	vhl-1	1	45	0
462	vhl-1	1	45	0
463	vhl-1	1	45	0
464	vhl-1	1	45	0
465	vhl-1	1	45	0
466	vhl-1	1	45	0
467	vhl-1	1	45	0
468	vhl-1	1	45	0
469	vhl-1	1	45	0
470	vhl-1	1	45	0
471	vhl-1	1	45	0
472	vhl-1	1	45	0
473	vhl-1	1	45	0
474	vhl-1	1	45	0
475	vhl-1	1	48	0
476	vhl-1	1	48	0
477	vhl-1	1	48	0
478	vhl-1	1	51	0
479	vhl-1	2	32	2
480	vhl-1	2	34	2
481	vhl-1	2	39	2
482	vhl-1	2	39	2
483	vhl-1	2	41	2
484	vhl-1	2	41	2
485	vhl-1	2	41	2
486	vhl-1	2	18	3
487	vhl-1	2	24	3
488	hif-1(ia07)	1	18	0
489	hif-1(ia07)	1	18	0
490	hif-1(ia07)	1	24	0
491	hif-1(ia07)	1	24	0
492	hif-1(ia07)	1	24	0
493	hif-1(ia07)	1	24	0
494	hif-1(ia07)	1	24	0
495	hif-1(ia07)	1	24	0
496	hif-1(ia07)	1	26	0
497	hif-1(ia07)	1	26	0
498	hif-1(ia07)	1	26	0
499	hif-1(ia07)	1	26	0
500	hif-1(ia07)	1	26	0
501	hif-1(ia07)	1	26	0
502	hif-1(ia07)	1	26	0
503	hif-1(ia07)	1	26	0
504	hif-1(ia07)	1	30	0
505	hif-1(ia07)	1	32	0
506	hif-1(ia07)	1	34	0
507	hif-1(ia07)	1	37	0
508	hif-1(ia07)	1	37	0
509	hif-1(ia07)	1	37	0
510	hif-1(ia07)	1	37	0
511	hif-1(ia07)	1	37	0
512	hif-1(ia07)	1	37	0
513	hif-1(ia07)	1	39	0
514	hif-1(ia07)	1	39	0
515	hif-1(ia07)	1	39	0
516	hif-1(ia07)	1	39	0
517	hif-1(ia07)	1	39	0
518	hif-1(ia07)	1	41	0
519	hif-1(ia07)	1	41	0
520	hif-1(ia07)	1	41	0
521	hif-1(ia07)	1	41	0
522	hif-1(ia07)	1	41	0
523	hif-1(ia07)	1	41	0
524	hif-1(ia07)	1	41	0
525	hif-1(ia07)	1	45	0
526	hif-1(ia07)	1	45	0
527	hif-1(ia07)	1	45	0
528	hif-1(ia07)	1	45	0
529	hif-1(ia07)	1	45	0
530	hif-1(ia07)	1	45	0
531	hif-1(ia07)	1	24	2
532	hif-1(ia07)	1	26	2
533	hif-1(ia07)	1	26	2
534	hif-1(ia07)	1	26	2
535	hif-1(ia07)	1	30	2
536	hif-1(ia07)	1	30	2
