"strain"	"replicate"	"age.at.death"	"rupture"
"1"	"N2"	1	18	0
"2"	"N2"	1	21	0
"3"	"N2"	1	21	0
"4"	"N2"	1	25	0
"5"	"N2"	1	25	0
"6"	"N2"	1	25	0
"7"	"N2"	1	25	0
"8"	"N2"	1	25	0
"9"	"N2"	1	28	0
"10"	"N2"	1	30	0
"11"	"N2"	1	30	0
"12"	"N2"	1	30	0
"13"	"N2"	1	30	0
"14"	"N2"	1	30	0
"15"	"N2"	1	32	0
"16"	"N2"	1	32	0
"17"	"N2"	1	32	0
"18"	"N2"	1	32	0
"19"	"N2"	1	32	0
"20"	"N2"	1	32	0
"21"	"N2"	1	32	0
"22"	"N2"	1	35	0
"23"	"N2"	1	35	0
"24"	"N2"	1	35	0
"25"	"N2"	1	35	0
"26"	"N2"	1	35	0
"27"	"N2"	1	35	0
"28"	"N2"	1	35	0
"29"	"N2"	1	37	0
"30"	"N2"	1	37	0
"31"	"N2"	1	37	0
"32"	"N2"	1	37	0
"33"	"N2"	1	37	0
"34"	"N2"	1	37	0
"35"	"N2"	1	37	0
"36"	"N2"	1	37	0
"37"	"N2"	1	39	0
"38"	"N2"	1	39	0
"39"	"N2"	1	39	0
"40"	"N2"	1	41	0
"41"	"N2"	1	41	0
"42"	"N2"	1	45	0
"43"	"N2"	1	25	2
"44"	"N2"	1	28	2
"45"	"N2"	1	28	2
"46"	"N2"	1	28	2
"47"	"N2"	1	28	2
"48"	"N2"	1	28	2
"49"	"N2"	1	28	2
"50"	"N2"	1	30	2
"51"	"N2"	1	30	2
"52"	"N2"	1	30	2
"53"	"N2"	1	32	2
"54"	"N2"	1	35	2
"55"	"N2"	1	21	0
"56"	"N2"	1	21	0
"57"	"N2"	1	21	0
"58"	"N2"	1	25	0
"59"	"N2"	1	25	0
"60"	"N2"	1	25	0
"61"	"N2"	1	28	0
"62"	"N2"	1	28	0
"63"	"N2"	1	28	0
"64"	"N2"	1	30	0
"65"	"N2"	1	30	0
"66"	"N2"	1	30	0
"67"	"N2"	1	30	0
"68"	"N2"	1	30	0
"69"	"N2"	1	30	0
"70"	"N2"	1	30	0
"71"	"N2"	1	32	0
"72"	"N2"	1	32	0
"73"	"N2"	1	32	0
"74"	"N2"	1	35	0
"75"	"N2"	1	35	0
"76"	"N2"	1	35	0
"77"	"N2"	1	35	0
"78"	"N2"	1	39	0
"79"	"N2"	1	43	0
"80"	"N2"	1	25	2
"81"	"N2"	1	25	2
"82"	"N2"	1	25	2
"83"	"N2"	1	25	2
"84"	"N2"	1	28	2
"85"	"N2"	1	28	2
"86"	"N2"	1	28	2
"87"	"N2"	1	28	2
"88"	"N2"	1	28	2
"89"	"N2"	1	30	2
"90"	"N2"	1	30	2
"91"	"N2"	1	30	2
"92"	"N2"	1	30	2
"93"	"N2"	1	30	2
"94"	"N2"	1	32	2
"95"	"N2"	1	35	2
"96"	"N2"	2	25	0
"97"	"N2"	2	25	0
"98"	"N2"	2	28	0
"99"	"N2"	2	28	0
"100"	"N2"	2	28	0
"101"	"N2"	2	28	0
"102"	"N2"	2	28	0
"103"	"N2"	2	28	0
"104"	"N2"	2	28	0
"105"	"N2"	2	28	0
"106"	"N2"	2	30	0
"107"	"N2"	2	30	0
"108"	"N2"	2	30	0
"109"	"N2"	2	30	0
"110"	"N2"	2	32	0
"111"	"N2"	2	32	0
"112"	"N2"	2	32	0
"113"	"N2"	2	35	0
"114"	"N2"	2	35	0
"115"	"N2"	2	37	0
"116"	"N2"	2	41	0
"117"	"N2"	2	21	2
"118"	"N2"	2	25	2
