"strain"	"replicate"	"age.at.death"	"rupture"
"1"	"N2"	1	21	0
"2"	"N2"	1	21	0
"3"	"N2"	1	21	0
"4"	"N2"	1	21	0
"5"	"N2"	1	21	0
"6"	"N2"	1	26	0
"7"	"N2"	1	26	0
"8"	"N2"	1	28	0
"9"	"N2"	1	28	0
"10"	"N2"	1	28	0
"11"	"N2"	1	31	0
"12"	"N2"	1	31	0
"13"	"N2"	1	31	0
"14"	"N2"	1	31	0
"15"	"N2"	1	31	0
"16"	"N2"	1	33	0
"17"	"N2"	1	33	0
"18"	"N2"	1	33	0
"19"	"N2"	1	33	0
"20"	"N2"	1	33	0
"21"	"N2"	1	33	0
"22"	"N2"	1	33	0
"23"	"N2"	1	33	0
"24"	"N2"	1	33	0
"25"	"N2"	1	35	0
"26"	"N2"	1	35	0
"27"	"N2"	1	35	0
"28"	"N2"	1	35	0
"29"	"N2"	1	35	0
"30"	"N2"	1	37	0
"31"	"N2"	1	37	0
"32"	"N2"	1	37	0
"33"	"N2"	1	37	0
"34"	"N2"	1	37	0
"35"	"N2"	1	39	0
"36"	"N2"	1	39	0
"37"	"N2"	1	39	0
"38"	"N2"	1	39	0
"39"	"N2"	1	39	0
"40"	"N2"	1	39	0
"41"	"N2"	1	39	0
"42"	"N2"	1	39	0
"43"	"N2"	1	41	0
"44"	"N2"	1	41	0
"45"	"N2"	1	41	0
"46"	"N2"	1	41	0
"47"	"N2"	1	41	0
"48"	"N2"	1	41	0
"49"	"N2"	1	43	0
"50"	"N2"	1	43	0
"51"	"N2"	1	43	0
"52"	"N2"	1	43	0
"53"	"N2"	1	43	0
"54"	"N2"	1	43	0
"55"	"N2"	1	43	0
"56"	"N2"	1	43	0
"57"	"N2"	1	45	0
"58"	"N2"	1	45	0
"59"	"N2"	1	45	0
"60"	"N2"	1	45	0
"61"	"N2"	1	45	0
"62"	"N2"	1	47	0
"63"	"N2"	1	47	0
"64"	"N2"	1	47	0
"65"	"N2"	1	47	0
"66"	"N2"	1	49	0
"67"	"N2"	1	49	0
"68"	"N2"	1	52	0
"69"	"N2"	1	52	0
"70"	"N2"	1	54	0
"71"	"N2"	1	56	0
"72"	"N2"	1	24	2
"73"	"N2"	1	24	2
"74"	"N2"	1	24	2
"75"	"N2"	1	24	2
"76"	"N2"	1	24	2
"77"	"N2"	1	24	2
"78"	"N2"	1	26	2
"79"	"N2"	1	26	2
"80"	"N2"	1	28	2
"81"	"N2"	1	28	2
"82"	"N2"	1	28	2
"83"	"N2"	1	28	2
"84"	"N2"	1	28	2
"85"	"N2"	1	28	2
"86"	"N2"	1	28	2
"87"	"N2"	1	28	2
"88"	"N2"	1	28	2
"89"	"N2"	1	31	2
"90"	"N2"	1	31	2
"91"	"N2"	1	31	2
"92"	"N2"	1	31	2
"93"	"N2"	1	31	2
"94"	"N2"	1	31	2
"95"	"N2"	1	31	2
"96"	"N2"	1	31	2
"97"	"N2"	1	31	2
"98"	"N2"	1	31	2
"99"	"N2"	1	31	2
"100"	"N2"	1	31	2
"101"	"N2"	1	31	2
"102"	"N2"	1	31	2
"103"	"N2"	1	31	2
"104"	"N2"	1	31	2
"105"	"N2"	1	31	2
"106"	"N2"	1	31	2
"107"	"N2"	1	31	2
"108"	"N2"	1	33	2
"109"	"N2"	1	33	2
"110"	"N2"	1	33	2
"111"	"N2"	1	33	2
"112"	"N2"	1	33	2
"113"	"N2"	1	33	2
"114"	"N2"	1	33	2
"115"	"N2"	1	33	2
"116"	"N2"	1	35	2
"117"	"N2"	1	35	2
"118"	"N2"	1	35	2
"119"	"N2"	1	35	2
"120"	"N2"	1	35	2
"121"	"N2"	1	35	2
"122"	"N2"	1	35	2
"123"	"N2"	1	35	2
"124"	"N2"	1	35	2
"125"	"N2"	1	35	2
"126"	"N2"	1	37	2
"127"	"N2"	1	37	2
"128"	"N2"	1	37	2
"129"	"N2"	1	37	2
"130"	"N2"	1	37	2
"131"	"N2"	1	37	2
"132"	"N2"	1	21	0
"133"	"N2"	1	26	0
"134"	"N2"	1	31	0
"135"	"N2"	1	33	0
"136"	"N2"	1	33	0
"137"	"N2"	1	33	0
"138"	"N2"	1	33	0
"139"	"N2"	1	33	0
"140"	"N2"	1	33	0
"141"	"N2"	1	35	0
"142"	"N2"	1	35	0
"143"	"N2"	1	35	0
"144"	"N2"	1	37	0
"145"	"N2"	1	37	0
"146"	"N2"	1	37	0
"147"	"N2"	1	37	0
"148"	"N2"	1	39	0
"149"	"N2"	1	39	0
"150"	"N2"	1	39	0
"151"	"N2"	1	39	0
"152"	"N2"	1	39	0
"153"	"N2"	1	39	0
"154"	"N2"	1	41	0
"155"	"N2"	1	41	0
"156"	"N2"	1	41	0
"157"	"N2"	1	41	0
"158"	"N2"	1	43	0
"159"	"N2"	1	43	0
"160"	"N2"	1	43	0
"161"	"N2"	1	45	0
"162"	"N2"	1	45	0
"163"	"N2"	1	45	0
"164"	"N2"	1	47	0
"165"	"N2"	1	26	2
"166"	"N2"	1	26	2
"167"	"N2"	1	26	2
"168"	"N2"	1	26	2
"169"	"N2"	1	26	2
"170"	"N2"	1	28	2
"171"	"N2"	1	28	2
"172"	"N2"	1	28	2
"173"	"N2"	1	31	2
"174"	"N2"	1	31	2
"175"	"N2"	1	31	2
"176"	"N2"	1	31	2
"177"	"N2"	1	31	2
"178"	"N2"	1	35	2
"179"	"N2"	1	35	2
"180"	"N2"	1	37	2
"181"	"N2"	1	37	2
"182"	"daf-16"	1	17	0
"183"	"daf-16"	1	21	0
"184"	"daf-16"	1	24	0
"185"	"daf-16"	1	24	0
"186"	"daf-16"	1	26	0
"187"	"daf-16"	1	28	0
"188"	"daf-16"	1	28	0
"189"	"daf-16"	1	28	0
"190"	"daf-16"	1	28	0
"191"	"daf-16"	1	31	0
"192"	"daf-16"	1	31	0
"193"	"daf-16"	1	31	0
"194"	"daf-16"	1	31	0
"195"	"daf-16"	1	31	0
"196"	"daf-16"	1	31	0
"197"	"daf-16"	1	33	0
"198"	"daf-16"	1	33	0
"199"	"daf-16"	1	33	0
"200"	"daf-16"	1	33	0
"201"	"daf-16"	1	33	0
