1	N2	23
2	N2	23
3	N2	25
4	N2	25
5	N2	25
6	N2	25
7	N2	25
8	N2	25
9	N2	25
10	N2	27
11	N2	27
12	N2	27
13	N2	27
14	N2	27
15	N2	27
16	N2	27
17	N2	27
18	N2	29
19	N2	29
20	N2	29
21	N2	29
22	N2	29
23	N2	29
24	N2	31
25	N2	31
26	N2	31
27	N2	33
28	N2	33
29	N2	33
30	N2	33
31	N2	36
32	N2	36
33	N2	36
34	N2	36
35	N2	36
36	N2	38
37	N2	38
38	N2	23
39	N2	25
40	N2	23
41	N2	23
42	N2	25
43	N2	25
44	N2	25
45	N2	25
46	N2	27
47	N2	27
48	N2	27
49	N2	29
50	N2	31
51	N2	33
52	N2	33
53	N2	18
54	N2	20
55	N2	20
56	N2	20
57	N2	23
58	N2	23
59	N2	23
60	N2	25
61	N2	25
62	N2	25
63	N2	27
64	N2	27
65	N2	27
66	N2	27
67	N2	27
68	N2	27
69	N2	29
70	N2	29
71	N2	29
72	N2	29
73	N2	29
74	N2	29
75	N2	29
76	N2	29
77	N2	29
78	N2	29
79	N2	31
80	N2	31
81	N2	33
82	N2	33
83	N2	36
84	N2	36
85	N2	36
86	N2	36
87	N2	36
88	N2	36
89	N2	36
90	N2	36
91	N2	38
92	N2	40
93	N2	20
94	N2	20
95	N2	23
96	N2	25
97	N2	20
98	N2	20
99	N2	23
100	N2	23
101	N2	23
102	N2	25
103	N2	25
104	N2	25
105	N2	25
106	N2	27
107	N2	27
108	N2	25
