1	N2	11
2	N2	11
3	N2	11
4	N2	11
5	N2	18
6	N2	22
7	N2	22
8	N2	22
9	N2	22
10	N2	26
11	N2	26
12	N2	26
13	N2	28
14	N2	31
15	N2	34
16	N2	34
17	N2	34
18	N2	36
19	N2	15
20	N2	15
21	N2	28
22	N2	28
23	N2	11
24	N2	11
25	N2	26
26	N2	26
27	N2	26
28	N2	26
29	N2	26
30	N2	26
31	N2	26
32	N2	31
33	N2	31
34	N2	31
35	N2	11
36	N2	13
37	N2	13
38	N2	20
39	N2	22
40	N2	22
41	N2	22
42	N2	22
43	N2	26
44	N2	26
45	N2	26
46	N2	26
47	N2	26
48	N2	26
49	N2	26
50	N2	26
51	N2	15
52	N2	15
53	N2	15
54	N2	18
55	N2	18
56	N2	20
57	N2	20
58	N2	20
59	N2	20
60	N2	22
61	N2	22
62	N2	22
63	N2	22
64	N2	22
65	N2	22
66	N2	22
67	N2	22
68	N2	22
69	N2	22
70	N2	26
71	N2	26
72	N2	26
73	N2	26
74	N2	26
75	N2	28
76	N2	28
77	N2	28
78	N2	31
79	N2	31
80	N2	31
81	N2	31
82	N2	31
83	N2	31
84	N2	31
85	N2	31
86	N2	15
87	N2	22
88	N2	22
89	N2	22
90	N2	22
91	N2	22
92	N2	26
93	N2	26
94	N2	28
95	N2	28
96	N2	31
97	N2	31
98	N2	31
99	N2	18
100	N2	18
101	N2	26
102	N2	26
103	N2	26
104	N2	26
105	N2	26
106	N2	26
107	N2	26
108	N2	11
109	N2	15
110	N2	18
111	N2	18
112	N2	18
113	N2	18
114	N2	20
115	N2	20
116	N2	26
117	N2	26
118	N2	26
119	N2	15
120	N2	18
121	N2	18
122	N2	18
123	N2	18
124	N2	20
125	N2	20
126	N2	26
127	N2	26
128	N2	26
129	N2	26
130	N2	26
131	N2	26
132	N2	26
133	N2	26
134	N2	28
135	N2	28
136	N2	28
137	N2	31
138	N2	31
139	N2	31
140	N2	31
141	N2	31
142	N2	34
143	N2	34
144	N2	36
145	N2	36
146	N2	18
147	N2	20
148	N2	22
149	N2	22
150	N2	22
151	N2	26
152	N2	28
153	N2	28
154	N2	31
155	N2	31
156	N2	31
157	N2	31
158	N2	36
159	N2	36
160	N2	36
161	N2	22
162	N2	26
163	N2	26
164	N2	26
165	N2	26
166	N2	26
167	N2	26
168	N2	26
169	N2	26
170	N2	26
171	N2	26
172	N2	26
173	N2	26
174	N2	26
175	N2	26
176	N2	26
177	N2	26
178	N2	28
179	N2	31
180	N2	31
181	N2	22
182	N2	22
183	N2	22
184	N2	22
185	N2	22
186	N2	26
187	N2	26
188	N2	26
189	N2	26
190	N2	26
191	N2	26
192	N2	26
193	N2	26
194	N2	26
195	N2	26
196	N2	26
197	N2	26
198	N2	26
199	N2	26
200	N2	26
201	N2	13
202	N2	18
203	N2	20
204	N2	22
205	N2	22
206	N2	22
207	N2	22
208	N2	22
209	N2	22
210	N2	22
211	N2	22
212	N2	22
213	N2	22
214	N2	22
215	N2	22
216	N2	22
217	N2	22
218	N2	22
219	N2	26
220	N2	26
221	N2	26
222	N2	26
223	N2	26
224	N2	26
225	N2	26
226	N2	26
227	N2	26
228	N2	26
229	N2	26
230	N2	26
231	N2	26
232	N2	26
233	N2	26
234	N2	26
235	N2	28
236	N2	28
237	N2	28
238	N2	28
239	N2	28
240	N2	28
241	N2	28
242	N2	28
243	N2	28
244	N2	31
245	N2	31
246	N2	31
247	N2	31
248	N2	31
249	N2	31
250	N2	34
251	N2	34
252	N2	18
253	N2	18
254	N2	22
255	N2	22
256	N2	22
257	N2	26
258	N2	26
259	N2	28
260	N2	22
261	N2	26
262	N2	26
263	N2	26
264	N2	26
265	N2	26
266	N2	26
267	N2	31
268	N2	31
269	N2	22
270	N2	26
