1	N2	17
2	N2	20
3	N2	22
4	N2	24
5	N2	27
6	N2	36
7	N2	38
8	N2	43
9	N2	43
10	N2	45
11	N2	20
12	N2	22
13	N2	24
14	N2	27
15	N2	27
16	N2	31
17	N2	31
18	N2	31
19	N2	34
20	N2	34
21	N2	34
22	N2	34
23	N2	34
24	N2	34
25	N2	34
26	N2	34
27	N2	34
28	N2	34
29	N2	34
30	N2	34
31	N2	36
32	N2	36
33	N2	36
34	N2	36
35	N2	38
36	N2	38
37	N2	38
38	N2	38
39	N2	41
40	N2	41
41	N2	41
42	N2	41
43	N2	27
44	N2	29
45	N2	29
46	N2	29
47	N2	29
48	N2	29
49	N2	29
50	N2	29
51	N2	29
52	N2	31
53	N2	31
54	N2	31
55	N2	34
56	N2	34
57	N2	36
58	N2	36
59	N2	20
60	N2	20
61	N2	34
62	N2	34
63	N2	38
64	N2	38
65	N2	41
66	N2	41
67	N2	43
68	N2	55
69	N2	20
70	N2	22
71	N2	27
72	N2	27
73	N2	29
74	N2	29
75	N2	29
76	N2	29
77	N2	29
78	N2	29
79	N2	29
80	N2	29
81	N2	31
82	N2	31
83	N2	31
84	N2	31
85	N2	31
86	N2	31
87	N2	31
88	N2	34
89	N2	34
90	N2	34
91	N2	34
92	N2	34
93	N2	34
94	N2	34
95	N2	34
96	N2	34
97	N2	34
98	N2	36
99	N2	36
100	N2	36
101	N2	36
102	N2	36
103	N2	36
104	N2	38
105	N2	38
106	N2	38
107	N2	38
108	N2	41
109	N2	41
110	N2	41
111	N2	41
112	N2	45
113	N2	22
114	N2	24
115	N2	29
116	N2	31
117	N2	31
118	N2	34
119	N2	34
120	N2	34
121	N2	34
122	N2	34
123	N2	38
